perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration
BCL2L2-1	BCL2L2	-0.2673062074116894	HCC44	cutting_control	pearson	1
BCL2L2-2	BCL2L2	-0.25291499627881464	HCC44	cutting_control	pearson	1
BCL2L2-4	BCL2L2	-0.11088779757819894	HCC44	cutting_control	pearson	1
BRAF-2	BRAF		HCC44	cutting_control	pearson	1
BRAF1-1	BRAF1		HCC44	cutting_control	pearson	1
BRCA1-1	BRCA1	0.11765087391511177	HCC44	cutting_control	pearson	1
BRCA1-2	BRCA1	0.039348476918612645	HCC44	cutting_control	pearson	1
BRD4-1	BRD4	-0.05849126188294403	HCC44	cutting_control	pearson	1
BRD4-2	BRD4	0.04995162284126309	HCC44	cutting_control	pearson	1
CCND1-1	CCND1	-0.05306353213721043	HCC44	cutting_control	pearson	1
CCND1-2	CCND1	-0.015245742242052003	HCC44	cutting_control	pearson	1
CCNE1-1	CCNE1	0.19854545620142047	HCC44	cutting_control	pearson	1
CCNE1-2	CCNE1	0.20644649800538858	HCC44	cutting_control	pearson	1
CDK2-1	CDK2	-0.05020347025715399	HCC44	cutting_control	pearson	1
CDK2-2	CDK2	-0.08608418322530226	HCC44	cutting_control	pearson	1
CDK4-1	CDK4	-0.04841455975866599	HCC44	cutting_control	pearson	1
CDK4-2	CDK4	-0.13020653495173748	HCC44	cutting_control	pearson	1
CDK4-3	CDK4	-0.006774670560401424	HCC44	cutting_control	pearson	1
CHEK2-1	CHEK2	-0.3688164885731879	HCC44	cutting_control	pearson	1
CHEK2-2	CHEK2	-0.3863480991143157	HCC44	cutting_control	pearson	1
COX5B-1	COX5B	-0.3074431284299334	HCC44	cutting_control	pearson	1
COX5B-2	COX5B	-0.11996905980575862	HCC44	cutting_control	pearson	1
CSNK1A1-1	CSNK1A1	0.18085982529294728	HCC44	cutting_control	pearson	1
CSNK1A1-2	CSNK1A1	0.0852744618642029	HCC44	cutting_control	pearson	1
CTNNB1-1	CTNNB1	0.09401315065076774	HCC44	cutting_control	pearson	1
CTNNB1-2	CTNNB1	0.3261802986928777	HCC44	cutting_control	pearson	1
Chr2-1	Chr2	0.0006905279939294277	HCC44	cutting_control	pearson	1
Chr2-2	Chr2	-0.009255904705305174	HCC44	cutting_control	pearson	1
Chr2-3	Chr2	0.0061240948195578826	HCC44	cutting_control	pearson	1
Chr2-4	Chr2	0.013669641590945658	HCC44	cutting_control	pearson	1
Chr2-5	Chr2	0.005570983919193564	HCC44	cutting_control	pearson	1
Chr2-6	Chr2	0.005239852329564787	HCC44	cutting_control	pearson	1
DOT1L-1	DOT1L	0.057873725919387414	HCC44	cutting_control	pearson	1
DOT1L-2	DOT1L	0.06961294698514375	HCC44	cutting_control	pearson	1
EGFR-1	EGFR	0.15177378584952134	HCC44	cutting_control	pearson	1
EGFR-2	EGFR	0.0027634667174313574	HCC44	cutting_control	pearson	1
EGLN1-8	EGLN1	0.2369188148638546	HCC44	cutting_control	pearson	1
EGLN1-9	EGLN1	0.20867571808191998	HCC44	cutting_control	pearson	1
EMPTY	EMPTY		HCC44	cutting_control	pearson	1
ERBB2-1	ERBB2	0.14353593504857645	HCC44	cutting_control	pearson	1
ERBB2-2	ERBB2	0.0952290414067803	HCC44	cutting_control	pearson	1
ERBB3-1	ERBB3	0.3251766431926164	HCC44	cutting_control	pearson	1
ERBB3-2	ERBB3	0.37622835071715915	HCC44	cutting_control	pearson	1
EZH2-1	EZH2	-0.12937247612954925	HCC44	cutting_control	pearson	1
EZH2-2	EZH2	-0.013245367019685502	HCC44	cutting_control	pearson	1
GLS-1	GLS	0.2687361707903659	HCC44	cutting_control	pearson	1
GLS-2	GLS	0.2390879156336757	HCC44	cutting_control	pearson	1
GPX4-1	GPX4	-0.26094460596355507	HCC44	cutting_control	pearson	1
GPX4-2	GPX4	-0.1422500397506725	HCC44	cutting_control	pearson	1
HIF1a-1	HIF1a	-0.05075194906788206	HCC44	cutting_control	pearson	1
HIF1a-2	HIF1a	-0.0659219881609414	HCC44	cutting_control	pearson	1
ITGAV-1	ITGAV	0.07077818001268543	HCC44	cutting_control	pearson	1
ITGAV-2	ITGAV	-0.0952530644397942	HCC44	cutting_control	pearson	1
JAK3-1	JAK3	0.07727572051398243	HCC44	cutting_control	pearson	1
JAK3-2	JAK3	-0.02277710548321146	HCC44	cutting_control	pearson	1
KIF11-1	KIF11	0.30021044020985754	HCC44	cutting_control	pearson	1
KIF11-2	KIF11	0.1906805116968874	HCC44	cutting_control	pearson	1
KRAS-1	KRAS	-0.05468740661291146	HCC44	cutting_control	pearson	1
KRAS-2A	KRAS	-0.09988992496932075	HCC44	cutting_control	pearson	1
KRAS-2B	KRAS	-0.14082005390019275	HCC44	cutting_control	pearson	1
LacZ-2	LacZ	-0.03881662349918872	HCC44	cutting_control	pearson	1
LacZ-3	LacZ	-0.08268247019387982	HCC44	cutting_control	pearson	1
Luc-1	Luc	-0.06322312252501794	HCC44	cutting_control	pearson	1
Luc-2	Luc	-0.007111914862667158	HCC44	cutting_control	pearson	1
MAPK1-1	MAPK1	-0.03775351313659454	HCC44	cutting_control	pearson	1
MAPK1-2	MAPK1	-0.1958166619414758	HCC44	cutting_control	pearson	1
MCL1-2	MCL1	-0.07271378106286462	HCC44	cutting_control	pearson	1
MCL1-5	MCL1	-0.291246987299137	HCC44	cutting_control	pearson	1
MTOR-1	MTOR	-0.03744549020298263	HCC44	cutting_control	pearson	1
MTOR-2	MTOR	-0.12325975045786605	HCC44	cutting_control	pearson	1
MYC-1	MYC	0.12530824931223702	HCC44	cutting_control	pearson	1
MYC-2	MYC	0.34737248077523974	HCC44	cutting_control	pearson	1
ORC4-1	ORC4	-0.15047175593227488	HCC44	cutting_control	pearson	1
ORC4-2	ORC4	-0.0537303397160846	HCC44	cutting_control	pearson	1
PIK3CA-1	PIK3CA	-0.019762407459913152	HCC44	cutting_control	pearson	1
PIK3CA-2	PIK3CA	0.06548894830102532	HCC44	cutting_control	pearson	1
POLR2D-1	POLR2D	-0.09356251781865124	HCC44	cutting_control	pearson	1
POLR2D-2	POLR2D	-0.07763352483006646	HCC44	cutting_control	pearson	1
PPIB-1	PPIB	-0.18642207521975074	HCC44	cutting_control	pearson	1
PPIB-2	PPIB	-0.1206557428531789	HCC44	cutting_control	pearson	1
PRDX1-1	PRDX1	-0.15843071886603682	HCC44	cutting_control	pearson	1
PRDX1-2	PRDX1	-0.1275581491889652	HCC44	cutting_control	pearson	1
PSMA1-1	PSMA1	0.10289455469288485	HCC44	cutting_control	pearson	1
PSMA1-2	PSMA1	0.04748450217909978	HCC44	cutting_control	pearson	1
PTK2-1	PTK2	0.0070360413384081754	HCC44	cutting_control	pearson	1
PTK2-2	PTK2	0.02794459870233704	HCC44	cutting_control	pearson	1
RAC1-1	RAC1	0.027823045538284717	HCC44	cutting_control	pearson	1
RAC1-2	RAC1	-0.04549812463238748	HCC44	cutting_control	pearson	1
RAF1-1	RAF1	-0.3286767766975114	HCC44	cutting_control	pearson	1
RAF1-2	RAF1	-0.37545758265971196	HCC44	cutting_control	pearson	1
RHOA-1	RHOA	-0.1909578512226769	HCC44	cutting_control	pearson	1
RHOA-2	RHOA	-0.08004308640946456	HCC44	cutting_control	pearson	1
SDHB-1	SDHB	-0.27563573253996876	HCC44	cutting_control	pearson	1
SDHB-2	SDHB	-0.42060654398128244	HCC44	cutting_control	pearson	1
SLC2A1-1	SLC2A1		HCC44	cutting_control	pearson	1
SLC2A2-2	SLC2A2		HCC44	cutting_control	pearson	1
SMARCB1-1	SMARCB1	-0.05887752169076962	HCC44	cutting_control	pearson	1
SMARCB1-2	SMARCB1	0.05014001894843114	HCC44	cutting_control	pearson	1
STAT3-1	STAT3	0.031281619061603566	HCC44	cutting_control	pearson	1
STAT3-2	STAT3	-0.022402470665102578	HCC44	cutting_control	pearson	1
SUZ12-1	SUZ12	-0.41059412480854135	HCC44	cutting_control	pearson	1
SUZ12-2	SUZ12	-0.3863630377045602	HCC44	cutting_control	pearson	1
TXN-1	TXN	-0.14245883023080871	HCC44	cutting_control	pearson	1
TXN-2	TXN	-0.08126686104492813	HCC44	cutting_control	pearson	1
XBP-1	XBP	-0.12603561571263933	HCC44	cutting_control	pearson	1
XBP-2	XBP	0.06973629426638439	HCC44	cutting_control	pearson	1
YAP1-1	YAP1	0.01929189476457504	HCC44	cutting_control	pearson	1
YAP1-2	YAP1	-0.1099025661419564	HCC44	cutting_control	pearson	1
AKT1-1	AKT1	0.014635664274890128	A549	cutting_control	pearson	1
AKT1-2	AKT1	-0.004857457220313748	A549	cutting_control	pearson	1
ARID1B-1	ARID1B	-0.10348126044004274	A549	cutting_control	pearson	1
ARID1B-2	ARID1B	0.041038572683946346	A549	cutting_control	pearson	1
ATF4-1	ATF4	-0.15982272541371517	A549	cutting_control	pearson	1
ATF4-2	ATF4	0.07887275927960115	A549	cutting_control	pearson	1
ATP50-1	ATP50	0.03320382171137484	A549	cutting_control	pearson	1
ATP50-2	ATP50	0.027612873878682463	A549	cutting_control	pearson	1
AURKB-2	AURKB		A549	cutting_control	pearson	1
BCL2-1	BCL2	0.14290409259442075	A549	cutting_control	pearson	1
BCL2-2	BCL2	0.21585546042689	A549	cutting_control	pearson	1
BCL2L2-1	BCL2L2	-0.027214125353587297	A549	cutting_control	pearson	1
BCL2L2-2	BCL2L2	-0.006167728934799743	A549	cutting_control	pearson	1
BCL2L2-4	BCL2L2	-0.14251969332385073	A549	cutting_control	pearson	1
BRAF-2	BRAF		A549	cutting_control	pearson	1
BRAF1-1	BRAF1		A549	cutting_control	pearson	1
BRCA1-1	BRCA1	0.05598428941286788	A549	cutting_control	pearson	1
BRCA1-2	BRCA1	0.011365427635754363	A549	cutting_control	pearson	1
BRD4-1	BRD4	0.05553459547128217	A549	cutting_control	pearson	1
BRD4-2	BRD4	-0.10607503679587411	A549	cutting_control	pearson	1
CCND1-1	CCND1	0.07489328577052995	A549	cutting_control	pearson	1
CCND1-2	CCND1	-0.0032267510119868468	A549	cutting_control	pearson	1
CCNE1-1	CCNE1	-0.15971882403314724	A549	cutting_control	pearson	1
CCNE1-2	CCNE1	-0.17675056197282224	A549	cutting_control	pearson	1
CDK2-1	CDK2	-0.09843666443627248	A549	cutting_control	pearson	1
CDK2-2	CDK2	0.1071989521643181	A549	cutting_control	pearson	1
CDK4-1	CDK4	-0.045506847242294424	A549	cutting_control	pearson	1
CDK4-2	CDK4	0.061000370426265715	A549	cutting_control	pearson	1
CDK4-3	CDK4	0.1512703844903256	A549	cutting_control	pearson	1
CHEK2-1	CHEK2	0.06292345658191521	A549	cutting_control	pearson	1
CHEK2-2	CHEK2	-0.0718597816941909	A549	cutting_control	pearson	1
COX5B-1	COX5B	0.28122595730973365	A549	cutting_control	pearson	1
COX5B-2	COX5B	0.05294715422811083	A549	cutting_control	pearson	1
CSNK1A1-1	CSNK1A1	0.025559796316088	A549	cutting_control	pearson	1
CSNK1A1-2	CSNK1A1	-0.0488309220787003	A549	cutting_control	pearson	1
CTNNB1-1	CTNNB1	-0.014341562337692218	A549	cutting_control	pearson	1
CTNNB1-2	CTNNB1	0.16090966303867102	A549	cutting_control	pearson	1
Chr2-1	Chr2	-0.027596655541969196	A549	cutting_control	pearson	1
Chr2-2	Chr2	0.017120711290277587	A549	cutting_control	pearson	1
Chr2-3	Chr2	-0.010071931399381243	A549	cutting_control	pearson	1
Chr2-4	Chr2	-0.022068716027867114	A549	cutting_control	pearson	1
Chr2-5	Chr2	-0.0028144403768827924	A549	cutting_control	pearson	1
Chr2-6	Chr2	-0.03445861940288296	A549	cutting_control	pearson	1
DOT1L-1	DOT1L	-0.23771611033858597	A549	cutting_control	pearson	1
DOT1L-2	DOT1L	-0.1690761884878412	A549	cutting_control	pearson	1
EGFR-1	EGFR	0.1940412698689532	A549	cutting_control	pearson	1
EGFR-2	EGFR	-0.2532171008474764	A549	cutting_control	pearson	1
EGLN1-8	EGLN1	0.15132112847094692	A549	cutting_control	pearson	1
EGLN1-9	EGLN1	0.08746481039126555	A549	cutting_control	pearson	1
EMPTY	EMPTY		A549	cutting_control	pearson	1
ERBB2-1	ERBB2	0.26476588551242597	A549	cutting_control	pearson	1
ERBB2-2	ERBB2	0.28333256735196377	A549	cutting_control	pearson	1
ERBB3-1	ERBB3	0.2787197222045013	A549	cutting_control	pearson	1
ERBB3-2	ERBB3	0.3268783127886749	A549	cutting_control	pearson	1
EZH2-1	EZH2	0.0116062875762536	A549	cutting_control	pearson	1
EZH2-2	EZH2	0.08026260017547844	A549	cutting_control	pearson	1
GLS-1	GLS	-0.04916303176120539	A549	cutting_control	pearson	1
GLS-2	GLS	-0.00405319770089815	A549	cutting_control	pearson	1
GPX4-1	GPX4	0.1401550686562108	A549	cutting_control	pearson	1
GPX4-2	GPX4	0.15640407792492403	A549	cutting_control	pearson	1
HIF1a-1	HIF1a	-0.0717281027355123	A549	cutting_control	pearson	1
HIF1a-2	HIF1a	-0.12284999754671595	A549	cutting_control	pearson	1
ITGAV-1	ITGAV	-0.281403631245153	A549	cutting_control	pearson	1
ITGAV-2	ITGAV	-0.18063010777091326	A549	cutting_control	pearson	1
JAK3-1	JAK3	0.045904629371070885	A549	cutting_control	pearson	1
JAK3-2	JAK3	0.022544432068715013	A549	cutting_control	pearson	1
KIF11-1	KIF11	-0.17564864727761106	A549	cutting_control	pearson	1
KIF11-2	KIF11	-0.27019080432102116	A549	cutting_control	pearson	1
KRAS-1	KRAS	-0.2315263925576139	A549	cutting_control	pearson	1
KRAS-2A	KRAS	0.09279930864992837	A549	cutting_control	pearson	1
KRAS-2B	KRAS	-0.1834949319477187	A549	cutting_control	pearson	1
LacZ-2	LacZ	-0.014294553684464948	A549	cutting_control	pearson	1
LacZ-3	LacZ	-0.07849088873843603	A549	cutting_control	pearson	1
Luc-1	Luc	0.17644884038180214	A549	cutting_control	pearson	1
Luc-2	Luc	0.018446445817286175	A549	cutting_control	pearson	1
MAPK1-1	MAPK1	0.11138436012363465	A549	cutting_control	pearson	1
MAPK1-2	MAPK1	0.19676635324260627	A549	cutting_control	pearson	1
MCL1-2	MCL1	0.08675250961370357	A549	cutting_control	pearson	1
MCL1-5	MCL1	0.2031428810282632	A549	cutting_control	pearson	1
MTOR-1	MTOR	-0.3704443156158241	A549	cutting_control	pearson	1
MTOR-2	MTOR	-0.16497355714787895	A549	cutting_control	pearson	1
MYC-1	MYC	-0.053857415515674495	A549	cutting_control	pearson	1
MYC-2	MYC	-0.1921196068065722	A549	cutting_control	pearson	1
ORC4-1	ORC4	-0.021687572749516874	A549	cutting_control	pearson	1
ORC4-2	ORC4	-0.0009879695763143409	A549	cutting_control	pearson	1
PIK3CA-1	PIK3CA	0.17342554213012437	A549	cutting_control	pearson	1
PIK3CA-2	PIK3CA	-0.03308880129207974	A549	cutting_control	pearson	1
POLR2D-1	POLR2D	0.17557590609320928	A549	cutting_control	pearson	1
POLR2D-2	POLR2D	0.12400284687178255	A549	cutting_control	pearson	1
PPIB-1	PPIB	0.10618707997581124	A549	cutting_control	pearson	1
PPIB-2	PPIB	0.014600971398157421	A549	cutting_control	pearson	1
PRDX1-1	PRDX1	-0.1696575194882327	A549	cutting_control	pearson	1
PRDX1-2	PRDX1	-0.0997840897398776	A549	cutting_control	pearson	1
PSMA1-1	PSMA1	0.061214982250876404	A549	cutting_control	pearson	1
PSMA1-2	PSMA1	-0.03661420368083897	A549	cutting_control	pearson	1
PTK2-1	PTK2	-0.25720027934913126	A549	cutting_control	pearson	1
PTK2-2	PTK2	-0.1692939958629494	A549	cutting_control	pearson	1
RAC1-1	RAC1	0.012137721845186973	A549	cutting_control	pearson	1
RAC1-2	RAC1	0.17124347144593227	A549	cutting_control	pearson	1
RAF1-1	RAF1	-0.09645577179008816	A549	cutting_control	pearson	1
RAF1-2	RAF1	-0.049269844289134536	A549	cutting_control	pearson	1
RHOA-1	RHOA	0.10953903387539696	A549	cutting_control	pearson	1
RHOA-2	RHOA	-0.004113382550194821	A549	cutting_control	pearson	1
SDHB-1	SDHB	-0.02165103099205057	A549	cutting_control	pearson	1
SDHB-2	SDHB	0.0034838965186738246	A549	cutting_control	pearson	1
SLC2A1-1	SLC2A1		A549	cutting_control	pearson	1
SLC2A2-2	SLC2A2		A549	cutting_control	pearson	1
SMARCB1-1	SMARCB1	0.008508508830969534	A549	cutting_control	pearson	1
SMARCB1-2	SMARCB1	-0.22624736410841567	A549	cutting_control	pearson	1
STAT3-1	STAT3	-0.15902892496042392	A549	cutting_control	pearson	1
STAT3-2	STAT3	-0.023762998447678443	A549	cutting_control	pearson	1
SUZ12-1	SUZ12	-0.07935074445581097	A549	cutting_control	pearson	1
SUZ12-2	SUZ12	-0.16746944623489546	A549	cutting_control	pearson	1
TXN-1	TXN	-0.09665158273414318	A549	cutting_control	pearson	1
TXN-2	TXN	0.19458317274694603	A549	cutting_control	pearson	1
XBP-1	XBP	0.03060003597527942	A549	cutting_control	pearson	1
XBP-2	XBP	0.05198717678454681	A549	cutting_control	pearson	1
YAP1-1	YAP1	0.22765361178339039	A549	cutting_control	pearson	1
YAP1-2	YAP1	0.3334087549341456	A549	cutting_control	pearson	1
AKT1-1	AKT1	-0.019538086930969874	ES2	cutting_control	pearson	1
AKT1-2	AKT1	-0.19740706768313107	ES2	cutting_control	pearson	1
ARID1B-1	ARID1B	0.2575590421341525	ES2	cutting_control	pearson	1
ARID1B-2	ARID1B	0.3061385235780701	ES2	cutting_control	pearson	1
ATF4-1	ATF4	-0.19421728362089766	ES2	cutting_control	pearson	1
ATF4-2	ATF4	-0.30015618552994827	ES2	cutting_control	pearson	1
ATP50-1	ATP50	-0.07605175027507435	ES2	cutting_control	pearson	1
ATP50-2	ATP50	0.16025378462936776	ES2	cutting_control	pearson	1
AURKB-2	AURKB		ES2	cutting_control	pearson	1
BCL2-1	BCL2	0.023657873814427924	ES2	cutting_control	pearson	1
BCL2-2	BCL2	0.13778671028785272	ES2	cutting_control	pearson	1
BCL2L2-1	BCL2L2	0.12228666966449725	ES2	cutting_control	pearson	1
BCL2L2-2	BCL2L2	0.1418411386179768	ES2	cutting_control	pearson	1
BCL2L2-4	BCL2L2	0.13222641632721838	ES2	cutting_control	pearson	1
BRAF-2	BRAF		ES2	cutting_control	pearson	1
BRAF1-1	BRAF1		ES2	cutting_control	pearson	1
BRCA1-1	BRCA1	-0.15956231509340135	ES2	cutting_control	pearson	1
BRCA1-2	BRCA1	-0.2655736984232506	ES2	cutting_control	pearson	1
BRD4-1	BRD4	-0.03514497718670653	ES2	cutting_control	pearson	1
BRD4-2	BRD4	-0.02256390660305248	ES2	cutting_control	pearson	1
CCND1-1	CCND1	0.08171672507231104	ES2	cutting_control	pearson	1
CCND1-2	CCND1	-0.1521321761802036	ES2	cutting_control	pearson	1
CCNE1-1	CCNE1	0.19339620211203545	ES2	cutting_control	pearson	1
CCNE1-2	CCNE1	0.217133554621942	ES2	cutting_control	pearson	1
CDK2-1	CDK2	-0.08147587311082849	ES2	cutting_control	pearson	1
CDK2-2	CDK2	0.04281299352464284	ES2	cutting_control	pearson	1
CDK4-1	CDK4	0.16022967493568585	ES2	cutting_control	pearson	1
CDK4-2	CDK4	0.17490724250780237	ES2	cutting_control	pearson	1
CDK4-3	CDK4	0.04585699098597006	ES2	cutting_control	pearson	1
CHEK2-1	CHEK2	0.24581727371388246	ES2	cutting_control	pearson	1
CHEK2-2	CHEK2	0.3144419658802939	ES2	cutting_control	pearson	1
COX5B-1	COX5B	-0.06988802321276973	ES2	cutting_control	pearson	1
COX5B-2	COX5B	-0.16040939876937474	ES2	cutting_control	pearson	1
CSNK1A1-1	CSNK1A1	0.2663790042934272	ES2	cutting_control	pearson	1
CSNK1A1-2	CSNK1A1	0.32186087347009895	ES2	cutting_control	pearson	1
CTNNB1-1	CTNNB1	0.19954978252066086	ES2	cutting_control	pearson	1
CTNNB1-2	CTNNB1	0.03942872882563528	ES2	cutting_control	pearson	1
Chr2-1	Chr2	-0.024157623548408984	ES2	cutting_control	pearson	1
Chr2-2	Chr2	-0.00040578681925295984	ES2	cutting_control	pearson	1
Chr2-3	Chr2	-0.001657131042578186	ES2	cutting_control	pearson	1
Chr2-4	Chr2	-0.021763670069467674	ES2	cutting_control	pearson	1
Chr2-5	Chr2	0.004021161158244681	ES2	cutting_control	pearson	1
Chr2-6	Chr2	-0.013977370557093423	ES2	cutting_control	pearson	1
DOT1L-1	DOT1L	0.06902595205910209	ES2	cutting_control	pearson	1
DOT1L-2	DOT1L	0.03515486747977517	ES2	cutting_control	pearson	1
EGFR-1	EGFR	0.11761956675874544	ES2	cutting_control	pearson	1
EGFR-2	EGFR	0.15839718027691976	ES2	cutting_control	pearson	1
EGLN1-8	EGLN1	0.18664456844860164	ES2	cutting_control	pearson	1
EGLN1-9	EGLN1	0.12985148581854167	ES2	cutting_control	pearson	1
EMPTY	EMPTY		ES2	cutting_control	pearson	1
ERBB2-1	ERBB2	0.08241673490041054	ES2	cutting_control	pearson	1
ERBB2-2	ERBB2	0.12344740057596569	ES2	cutting_control	pearson	1
ERBB3-1	ERBB3	0.17492389663822924	ES2	cutting_control	pearson	1
ERBB3-2	ERBB3	0.04388921814321647	ES2	cutting_control	pearson	1
EZH2-1	EZH2	-0.0297493074884745	ES2	cutting_control	pearson	1
EZH2-2	EZH2	0.06862133386531771	ES2	cutting_control	pearson	1
GLS-1	GLS	-0.021218177345762514	ES2	cutting_control	pearson	1
GLS-2	GLS	-0.2062159955962869	ES2	cutting_control	pearson	1
GPX4-1	GPX4	0.005610795701008111	ES2	cutting_control	pearson	1
GPX4-2	GPX4	-0.09815938543825894	ES2	cutting_control	pearson	1
HIF1a-1	HIF1a	-0.5503963731144013	ES2	cutting_control	pearson	1
HIF1a-2	HIF1a	-0.4264993782459183	ES2	cutting_control	pearson	1
ITGAV-1	ITGAV	0.0010336216421335592	ES2	cutting_control	pearson	1
ITGAV-2	ITGAV	-0.05792737368011817	ES2	cutting_control	pearson	1
JAK3-1	JAK3	0.21704230317128562	ES2	cutting_control	pearson	1
JAK3-2	JAK3	-0.14548384523831537	ES2	cutting_control	pearson	1
KIF11-1	KIF11	0.1881409988101122	ES2	cutting_control	pearson	1
KIF11-2	KIF11	-0.039195000554041494	ES2	cutting_control	pearson	1
KRAS-1	KRAS	0.15480816161214633	ES2	cutting_control	pearson	1
KRAS-2A	KRAS	-0.07212020121867771	ES2	cutting_control	pearson	1
KRAS-2B	KRAS	-0.1221144907014442	ES2	cutting_control	pearson	1
LacZ-2	LacZ	-0.12153675329387705	ES2	cutting_control	pearson	1
LacZ-3	LacZ	-0.020116929086134643	ES2	cutting_control	pearson	1
Luc-1	Luc	-0.01585218855769863	ES2	cutting_control	pearson	1
Luc-2	Luc	0.04104698001167245	ES2	cutting_control	pearson	1
MAPK1-1	MAPK1	0.08411652680098264	ES2	cutting_control	pearson	1
MAPK1-2	MAPK1	-0.12693404036935546	ES2	cutting_control	pearson	1
MCL1-2	MCL1	0.3568387464836958	ES2	cutting_control	pearson	1
MCL1-5	MCL1	0.42751567876095814	ES2	cutting_control	pearson	1
MTOR-1	MTOR	0.11446463415777121	ES2	cutting_control	pearson	1
MTOR-2	MTOR	0.17213494783302272	ES2	cutting_control	pearson	1
MYC-1	MYC	0.40580130369167966	ES2	cutting_control	pearson	1
MYC-2	MYC	0.2812016566452058	ES2	cutting_control	pearson	1
ORC4-1	ORC4	-0.0389869762965361	ES2	cutting_control	pearson	1
ORC4-2	ORC4	-0.04974837741024762	ES2	cutting_control	pearson	1
PIK3CA-1	PIK3CA	-0.11782706903045442	ES2	cutting_control	pearson	1
PIK3CA-2	PIK3CA	-0.0872153300985408	ES2	cutting_control	pearson	1
POLR2D-1	POLR2D	-0.016670115075265602	ES2	cutting_control	pearson	1
POLR2D-2	POLR2D	-0.062223017971107	ES2	cutting_control	pearson	1
PPIB-1	PPIB	0.026988096097749804	ES2	cutting_control	pearson	1
PPIB-2	PPIB	-0.04312250017487804	ES2	cutting_control	pearson	1
PRDX1-1	PRDX1	-0.2329395985670581	ES2	cutting_control	pearson	1
PRDX1-2	PRDX1	-0.37082951107624523	ES2	cutting_control	pearson	1
PSMA1-1	PSMA1	0.11699059900236065	ES2	cutting_control	pearson	1
PSMA1-2	PSMA1	-0.01576006767923814	ES2	cutting_control	pearson	1
PTK2-1	PTK2	0.13757596633300864	ES2	cutting_control	pearson	1
PTK2-2	PTK2	0.010564620890251071	ES2	cutting_control	pearson	1
RAC1-1	RAC1	0.06816063614652303	ES2	cutting_control	pearson	1
RAC1-2	RAC1	-0.10566394621007148	ES2	cutting_control	pearson	1
RAF1-1	RAF1	-0.06821988200521954	ES2	cutting_control	pearson	1
RAF1-2	RAF1	-0.14387540088499262	ES2	cutting_control	pearson	1
RHOA-1	RHOA	0.06651137454720596	ES2	cutting_control	pearson	1
RHOA-2	RHOA	-0.04326408059690108	ES2	cutting_control	pearson	1
SDHB-1	SDHB	-0.058494605893431646	ES2	cutting_control	pearson	1
SDHB-2	SDHB	0.09251828130809883	ES2	cutting_control	pearson	1
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	1
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	1
SMARCB1-1	SMARCB1	-0.09365143075269497	ES2	cutting_control	pearson	1
SMARCB1-2	SMARCB1	0.030990069044306123	ES2	cutting_control	pearson	1
STAT3-1	STAT3	-0.04763831546673965	ES2	cutting_control	pearson	1
STAT3-2	STAT3	0.032780422688515706	ES2	cutting_control	pearson	1
SUZ12-1	SUZ12	-0.4115571612576445	ES2	cutting_control	pearson	1
SUZ12-2	SUZ12	-0.14243668249765631	ES2	cutting_control	pearson	1
TXN-1	TXN	-0.31652046684602114	ES2	cutting_control	pearson	1
TXN-2	TXN	-0.29066264686044097	ES2	cutting_control	pearson	1
XBP-1	XBP	0.1713466534723963	ES2	cutting_control	pearson	1
XBP-2	XBP	0.1611572850910858	ES2	cutting_control	pearson	1
YAP1-1	YAP1	0.25874748261045766	ES2	cutting_control	pearson	1
YAP1-2	YAP1	0.24916474803491376	ES2	cutting_control	pearson	1
AKT1-1	AKT1	-0.056215578651447995	HCC44	cutting_control	pearson	2
AKT1-2	AKT1	0.1395850769088066	HCC44	cutting_control	pearson	2
ARID1B-1	ARID1B	0.023123430329538203	HCC44	cutting_control	pearson	2
ARID1B-2	ARID1B	-0.18330834584843092	HCC44	cutting_control	pearson	2
ATF4-1	ATF4	0.05984205224736226	HCC44	cutting_control	pearson	2
ATF4-2	ATF4	0.13124288262101555	HCC44	cutting_control	pearson	2
ATP50-1	ATP50	-0.039124121782079434	HCC44	cutting_control	pearson	2
ATP50-2	ATP50	-0.09380456357483426	HCC44	cutting_control	pearson	2
AURKB-2	AURKB		HCC44	cutting_control	pearson	2
BCL2-1	BCL2	0.16256667801009111	HCC44	cutting_control	pearson	2
BCL2-2	BCL2	0.020487380433766807	HCC44	cutting_control	pearson	2
BCL2L2-1	BCL2L2	0.0008955333587957562	HCC44	cutting_control	pearson	2
BCL2L2-2	BCL2L2	-0.04562059670777223	HCC44	cutting_control	pearson	2
BCL2L2-4	BCL2L2	0.04955808491171321	HCC44	cutting_control	pearson	2
BRAF-2	BRAF		HCC44	cutting_control	pearson	2
BRAF1-1	BRAF1		HCC44	cutting_control	pearson	2
BRCA1-1	BRCA1	-0.20900382887914504	HCC44	cutting_control	pearson	2
BRCA1-2	BRCA1	-0.028507015775703155	HCC44	cutting_control	pearson	2
BRD4-1	BRD4	-0.032608117826458394	HCC44	cutting_control	pearson	2
BRD4-2	BRD4	-0.2640833253000747	HCC44	cutting_control	pearson	2
CCND1-1	CCND1	-0.013538754454534088	HCC44	cutting_control	pearson	2
CCND1-2	CCND1	-0.17195356755671531	HCC44	cutting_control	pearson	2
