perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls
YAP1-2	YAP1	0.5459490145321282	A549	perturbation_control	pearson	1	168
AKT1-1	AKT1	0.19682781641046265	ES2	perturbation_control	pearson	1	168
AKT1-2	AKT1	0.19759114710709028	ES2	perturbation_control	pearson	1	168
ARID1B-1	ARID1B	0.8290899050299536	ES2	perturbation_control	pearson	1	168
ARID1B-2	ARID1B	0.7911199057943805	ES2	perturbation_control	pearson	1	168
ATF4-1	ATF4	1.1058171684315041	ES2	perturbation_control	pearson	1	168
ATF4-2	ATF4	1.1746900937747546	ES2	perturbation_control	pearson	1	168
ATP50-1	ATP50	0.4672828531490889	ES2	perturbation_control	pearson	1	168
ATP50-2	ATP50	0.4324661917758485	ES2	perturbation_control	pearson	1	168
AURKB-2	AURKB		ES2	perturbation_control	pearson	1	168
BCL2-1	BCL2	0.1645722100628994	ES2	perturbation_control	pearson	1	168
BCL2-2	BCL2	0.20039300388335096	ES2	perturbation_control	pearson	1	168
BCL2L2-1	BCL2L2	-0.1268196480190636	ES2	perturbation_control	pearson	1	168
BCL2L2-2	BCL2L2	0.10094669540581347	ES2	perturbation_control	pearson	1	168
BCL2L2-4	BCL2L2	0.15909318672944056	ES2	perturbation_control	pearson	1	168
BRAF-2	BRAF		ES2	perturbation_control	pearson	1	168
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	1	168
BRCA1-1	BRCA1	0.46741157298706804	ES2	perturbation_control	pearson	1	168
BRCA1-2	BRCA1	0.4829941588241506	ES2	perturbation_control	pearson	1	168
BRD4-1	BRD4	1.2630796981905232	ES2	perturbation_control	pearson	1	168
BRD4-2	BRD4	1.2599658133247993	ES2	perturbation_control	pearson	1	168
CCND1-1	CCND1	2.4701583267809752	ES2	perturbation_control	pearson	1	168
CCND1-2	CCND1	2.6462055460375056	ES2	perturbation_control	pearson	1	168
CCNE1-1	CCNE1	1.100075727178597	ES2	perturbation_control	pearson	1	168
CCNE1-2	CCNE1	1.1475185744528598	ES2	perturbation_control	pearson	1	168
CDK2-1	CDK2	2.1362913473323433	ES2	perturbation_control	pearson	1	168
CDK2-2	CDK2	1.9374352526807381	ES2	perturbation_control	pearson	1	168
CDK4-1	CDK4	2.79821752361741	ES2	perturbation_control	pearson	1	168
CDK4-2	CDK4	2.73265328980195	ES2	perturbation_control	pearson	1	168
CDK4-3	CDK4	2.6227310635167163	ES2	perturbation_control	pearson	1	168
CHEK2-1	CHEK2	0.5851303157308538	ES2	perturbation_control	pearson	1	168
CHEK2-2	CHEK2	0.5093778499756573	ES2	perturbation_control	pearson	1	168
COX5B-1	COX5B	0.1416709914129085	ES2	perturbation_control	pearson	1	168
COX5B-2	COX5B	0.12124243246704763	ES2	perturbation_control	pearson	1	168
CSNK1A1-1	CSNK1A1	0.9212830860579427	ES2	perturbation_control	pearson	1	168
CSNK1A1-2	CSNK1A1	0.8583147443306743	ES2	perturbation_control	pearson	1	168
CTNNB1-1	CTNNB1	1.2512254110904564	ES2	perturbation_control	pearson	1	168
CTNNB1-2	CTNNB1	1.2156929421451754	ES2	perturbation_control	pearson	1	168
Chr2-1	Chr2	0.31706363625209594	ES2	perturbation_control	pearson	1	168
Chr2-2	Chr2	0.22023995940719496	ES2	perturbation_control	pearson	1	168
Chr2-3	Chr2	0.5746061491622917	ES2	perturbation_control	pearson	1	168
Chr2-4	Chr2	0.3671825897641093	ES2	perturbation_control	pearson	1	168
Chr2-5	Chr2	0.4202260929234999	ES2	perturbation_control	pearson	1	168
Chr2-6	Chr2	0.50277028009201	ES2	perturbation_control	pearson	1	168
DOT1L-1	DOT1L	1.3235558868010633	ES2	perturbation_control	pearson	1	168
DOT1L-2	DOT1L	1.3048354258033443	ES2	perturbation_control	pearson	1	168
EGFR-1	EGFR	1.1536332759094512	ES2	perturbation_control	pearson	1	168
EGFR-2	EGFR	1.355155185104433	ES2	perturbation_control	pearson	1	168
EGLN1-8	EGLN1	2.755260946241022	ES2	perturbation_control	pearson	1	168
EGLN1-9	EGLN1	2.574257160852791	ES2	perturbation_control	pearson	1	168
EMPTY	EMPTY		ES2	perturbation_control	pearson	1	168
ERBB2-1	ERBB2	1.42300405330135	ES2	perturbation_control	pearson	1	168
ERBB2-2	ERBB2	1.4216712895763797	ES2	perturbation_control	pearson	1	168
ERBB3-1	ERBB3	0.7389624099174577	ES2	perturbation_control	pearson	1	168
ERBB3-2	ERBB3	0.7064937164310944	ES2	perturbation_control	pearson	1	168
EZH2-1	EZH2	1.4212300945009178	ES2	perturbation_control	pearson	1	168
EZH2-2	EZH2	1.5625624002692606	ES2	perturbation_control	pearson	1	168
GLS-1	GLS	1.1568318402046565	ES2	perturbation_control	pearson	1	168
GLS-2	GLS	1.1435423611674005	ES2	perturbation_control	pearson	1	168
GPX4-1	GPX4	3.5513256066115355	ES2	perturbation_control	pearson	1	168
GPX4-2	GPX4	3.2842181657953464	ES2	perturbation_control	pearson	1	168
HIF1a-1	HIF1a	0.9226211379316678	ES2	perturbation_control	pearson	1	168
HIF1a-2	HIF1a	0.9567895812299834	ES2	perturbation_control	pearson	1	168
ITGAV-1	ITGAV	2.8934377652964525	ES2	perturbation_control	pearson	1	168
ITGAV-2	ITGAV	3.075652004241959	ES2	perturbation_control	pearson	1	168
JAK3-1	JAK3	-0.0040463482415561206	ES2	perturbation_control	pearson	1	168
JAK3-2	JAK3	-0.03498173436995676	ES2	perturbation_control	pearson	1	168
KIF11-1	KIF11	1.549086717653229	ES2	perturbation_control	pearson	1	168
KIF11-2	KIF11	1.8479896558479036	ES2	perturbation_control	pearson	1	168
KRAS-1	KRAS	0.1580967359881683	ES2	perturbation_control	pearson	1	168
KRAS-2A	KRAS	0.28196123257860484	ES2	perturbation_control	pearson	1	168
KRAS-2B	KRAS	0.12586086445356529	ES2	perturbation_control	pearson	1	168
LacZ-2	LacZ	-0.04015947077487769	ES2	perturbation_control	pearson	1	168
LacZ-3	LacZ	-0.04711950792731481	ES2	perturbation_control	pearson	1	168
Luc-1	Luc	0.49874046747609824	ES2	perturbation_control	pearson	1	168
Luc-2	Luc	0.4608102955579668	ES2	perturbation_control	pearson	1	168
MAPK1-1	MAPK1	3.0089116586446667	ES2	perturbation_control	pearson	1	168
MAPK1-2	MAPK1	2.956421094847902	ES2	perturbation_control	pearson	1	168
MCL1-2	MCL1	0.15147416666840108	ES2	perturbation_control	pearson	1	168
MCL1-5	MCL1	0.12655070606760807	ES2	perturbation_control	pearson	1	168
MTOR-1	MTOR	1.5979288027899476	ES2	perturbation_control	pearson	1	168
MTOR-2	MTOR	1.60249219778055	ES2	perturbation_control	pearson	1	168
MYC-1	MYC	3.7142865165429537	ES2	perturbation_control	pearson	1	168
MYC-2	MYC	3.51542018063059	ES2	perturbation_control	pearson	1	168
ORC4-1	ORC4	0.40109543924918384	ES2	perturbation_control	pearson	1	168
ORC4-2	ORC4	0.42296084625632485	ES2	perturbation_control	pearson	1	168
PIK3CA-1	PIK3CA	0.8946142200649623	ES2	perturbation_control	pearson	1	168
PIK3CA-2	PIK3CA	1.0336300862423355	ES2	perturbation_control	pearson	1	168
POLR2D-1	POLR2D	2.628745440024212	ES2	perturbation_control	pearson	1	168
POLR2D-2	POLR2D	2.5238551575593937	ES2	perturbation_control	pearson	1	168
PPIB-1	PPIB	0.14498391295643814	ES2	perturbation_control	pearson	1	168
PPIB-2	PPIB	0.1539505326075846	ES2	perturbation_control	pearson	1	168
PRDX1-1	PRDX1	0.5465111496471046	ES2	perturbation_control	pearson	1	168
PRDX1-2	PRDX1	0.7506790285862264	ES2	perturbation_control	pearson	1	168
PSMA1-1	PSMA1	2.838853470730779	ES2	perturbation_control	pearson	1	168
PSMA1-2	PSMA1	3.0532035231380146	ES2	perturbation_control	pearson	1	168
PTK2-1	PTK2	1.9177344656760233	ES2	perturbation_control	pearson	1	168
PTK2-2	PTK2	1.878712433444179	ES2	perturbation_control	pearson	1	168
RAC1-1	RAC1	0.8426598464184719	ES2	perturbation_control	pearson	1	168
RAC1-2	RAC1	0.835107613972476	ES2	perturbation_control	pearson	1	168
RAF1-1	RAF1	1.1479649868720228	ES2	perturbation_control	pearson	1	168
RAF1-2	RAF1	1.1498752233326406	ES2	perturbation_control	pearson	1	168
RHOA-1	RHOA	2.699542911994487	ES2	perturbation_control	pearson	1	168
RHOA-2	RHOA	3.0228624002547075	ES2	perturbation_control	pearson	1	168
SDHB-1	SDHB	0.9852640084088365	ES2	perturbation_control	pearson	1	168
SDHB-2	SDHB	0.9585723770879047	ES2	perturbation_control	pearson	1	168
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	1	168
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	1	168
SMARCB1-1	SMARCB1	0.823768809984206	ES2	perturbation_control	pearson	1	168
SMARCB1-2	SMARCB1	0.6577176870564935	ES2	perturbation_control	pearson	1	168
STAT3-1	STAT3	0.8530917775820538	ES2	perturbation_control	pearson	1	168
STAT3-2	STAT3	0.9139737448009123	ES2	perturbation_control	pearson	1	168
SUZ12-1	SUZ12	0.7886785234958246	ES2	perturbation_control	pearson	1	168
SUZ12-2	SUZ12	0.8270706706047274	ES2	perturbation_control	pearson	1	168
TXN-1	TXN	1.0173500157546753	ES2	perturbation_control	pearson	1	168
TXN-2	TXN	0.9434056757064769	ES2	perturbation_control	pearson	1	168
XBP-1	XBP	1.1218484085278833	ES2	perturbation_control	pearson	1	168
XBP-2	XBP	1.1704756388398792	ES2	perturbation_control	pearson	1	168
YAP1-1	YAP1	2.236624892867626	ES2	perturbation_control	pearson	1	168
YAP1-2	YAP1	2.3403016788518904	ES2	perturbation_control	pearson	1	168
AKT1-1	AKT1	0.8497275355090914	HCC44	perturbation_control	pearson	1	150
AKT1-2	AKT1	0.9066892273677336	HCC44	perturbation_control	pearson	1	150
ARID1B-1	ARID1B	0.7111974576767222	HCC44	perturbation_control	pearson	1	150
ARID1B-2	ARID1B	0.6476618516254529	HCC44	perturbation_control	pearson	1	150
ATF4-1	ATF4	0.6511773634905214	HCC44	perturbation_control	pearson	1	150
ATF4-2	ATF4	0.7765458326087493	HCC44	perturbation_control	pearson	1	150
ATP50-1	ATP50	1.4515677595259653	HCC44	perturbation_control	pearson	1	150
ATP50-2	ATP50	1.2636808012353593	HCC44	perturbation_control	pearson	1	150
AURKB-2	AURKB		HCC44	perturbation_control	pearson	1	150
BCL2-1	BCL2	0.8116531413321474	HCC44	perturbation_control	pearson	1	150
BCL2-2	BCL2	0.7391358159302275	HCC44	perturbation_control	pearson	1	150
BCL2L2-1	BCL2L2	0.34306044737056074	HCC44	perturbation_control	pearson	1	150
BCL2L2-2	BCL2L2	0.19951162580919612	HCC44	perturbation_control	pearson	1	150
BCL2L2-4	BCL2L2	0.5057086667384906	HCC44	perturbation_control	pearson	1	150
BRAF-2	BRAF		HCC44	perturbation_control	pearson	1	150
BRAF1-1	BRAF1		HCC44	perturbation_control	pearson	1	150
BRCA1-1	BRCA1	0.9006561821252101	HCC44	perturbation_control	pearson	1	150
BRCA1-2	BRCA1	0.9042475301845792	HCC44	perturbation_control	pearson	1	150
BRD4-1	BRD4	2.6672702282194356	HCC44	perturbation_control	pearson	1	150
BRD4-2	BRD4	2.0328819210660956	HCC44	perturbation_control	pearson	1	150
CCND1-1	CCND1	0.7648283951118259	HCC44	perturbation_control	pearson	1	150
CCND1-2	CCND1	0.6866479149116543	HCC44	perturbation_control	pearson	1	150
CCNE1-1	CCNE1	2.0041923769600354	HCC44	perturbation_control	pearson	1	150
CCNE1-2	CCNE1	1.7838606224997757	HCC44	perturbation_control	pearson	1	150
CDK2-1	CDK2	2.564268646756459	HCC44	perturbation_control	pearson	1	150
CDK2-2	CDK2	2.313901953043297	HCC44	perturbation_control	pearson	1	150
CDK4-1	CDK4	1.242976274497582	HCC44	perturbation_control	pearson	1	150
CDK4-2	CDK4	1.1194069388370573	HCC44	perturbation_control	pearson	1	150
CDK4-3	CDK4	0.8832666624638487	HCC44	perturbation_control	pearson	1	150
CHEK2-1	CHEK2	0.30354321206972334	HCC44	perturbation_control	pearson	1	150
CHEK2-2	CHEK2	0.4361981592251531	HCC44	perturbation_control	pearson	1	150
COX5B-1	COX5B	0.7948484921913281	HCC44	perturbation_control	pearson	1	150
COX5B-2	COX5B	0.758845068830746	HCC44	perturbation_control	pearson	1	150
CSNK1A1-1	CSNK1A1	1.9540327094375023	HCC44	perturbation_control	pearson	1	150
CSNK1A1-2	CSNK1A1	1.544657021500627	HCC44	perturbation_control	pearson	1	150
CTNNB1-1	CTNNB1	0.009026302592871828	HCC44	perturbation_control	pearson	1	150
CTNNB1-2	CTNNB1	-0.0007336786853240768	HCC44	perturbation_control	pearson	1	150
Chr2-1	Chr2	0.5720481555268835	HCC44	perturbation_control	pearson	1	150
Chr2-2	Chr2	0.3788458064824873	HCC44	perturbation_control	pearson	1	150
Chr2-3	Chr2	0.7458488694954521	HCC44	perturbation_control	pearson	1	150
Chr2-4	Chr2	0.1396933863721349	HCC44	perturbation_control	pearson	1	150
Chr2-5	Chr2	0.6274730851766946	HCC44	perturbation_control	pearson	1	150
Chr2-6	Chr2	0.7566553175990421	HCC44	perturbation_control	pearson	1	150
DOT1L-1	DOT1L	0.9186835214087308	HCC44	perturbation_control	pearson	1	150
DOT1L-2	DOT1L	0.9597800152705	HCC44	perturbation_control	pearson	1	150
EGFR-1	EGFR	0.3278257125846108	HCC44	perturbation_control	pearson	1	150
EGFR-2	EGFR	0.41779482524856504	HCC44	perturbation_control	pearson	1	150
EGLN1-8	EGLN1	1.6998193487251394	HCC44	perturbation_control	pearson	1	150
EGLN1-9	EGLN1	1.6338674994776956	HCC44	perturbation_control	pearson	1	150
EMPTY	EMPTY		HCC44	perturbation_control	pearson	1	150
ERBB2-1	ERBB2	0.24446673862633408	HCC44	perturbation_control	pearson	1	150
ERBB2-2	ERBB2	0.24000218798099177	HCC44	perturbation_control	pearson	1	150
ERBB3-1	ERBB3	0.7487821009583957	HCC44	perturbation_control	pearson	1	150
ERBB3-2	ERBB3	0.6341528174349546	HCC44	perturbation_control	pearson	1	150
EZH2-1	EZH2	0.9275608764599315	HCC44	perturbation_control	pearson	1	150
EZH2-2	EZH2	1.058256076306469	HCC44	perturbation_control	pearson	1	150
GLS-1	GLS	1.1168941622581312	HCC44	perturbation_control	pearson	1	150
GLS-2	GLS	0.9272094646865467	HCC44	perturbation_control	pearson	1	150
GPX4-1	GPX4	0.9914483766085512	HCC44	perturbation_control	pearson	1	150
GPX4-2	GPX4	0.8301207404522614	HCC44	perturbation_control	pearson	1	150
HIF1a-1	HIF1a	0.6630988711766905	HCC44	perturbation_control	pearson	1	150
HIF1a-2	HIF1a	0.618927007610103	HCC44	perturbation_control	pearson	1	150
ITGAV-1	ITGAV	3.644402541337245	HCC44	perturbation_control	pearson	1	150
ITGAV-2	ITGAV	3.7993132948372264	HCC44	perturbation_control	pearson	1	150
JAK3-1	JAK3	0.3414589629556475	HCC44	perturbation_control	pearson	1	150
JAK3-2	JAK3	0.25050554997250424	HCC44	perturbation_control	pearson	1	150
KIF11-1	KIF11	2.4659860042394874	HCC44	perturbation_control	pearson	1	150
KIF11-2	KIF11	2.3031935946238917	HCC44	perturbation_control	pearson	1	150
KRAS-1	KRAS	1.486955918079287	HCC44	perturbation_control	pearson	1	150
KRAS-2A	KRAS	1.4445392030696296	HCC44	perturbation_control	pearson	1	150
KRAS-2B	KRAS	0.8630014538614645	HCC44	perturbation_control	pearson	1	150
LacZ-2	LacZ	0.27028135195128067	HCC44	perturbation_control	pearson	1	150
LacZ-3	LacZ	0.22555317429837876	HCC44	perturbation_control	pearson	1	150
Luc-1	Luc	0.50451632493713	HCC44	perturbation_control	pearson	1	150
Luc-2	Luc	0.45977159297603976	HCC44	perturbation_control	pearson	1	150
MAPK1-1	MAPK1	0.9329393450322989	HCC44	perturbation_control	pearson	1	150
MAPK1-2	MAPK1	0.8896692060053449	HCC44	perturbation_control	pearson	1	150
MCL1-2	MCL1	0.5079364851938517	HCC44	perturbation_control	pearson	1	150
MCL1-5	MCL1	0.48401892412594005	HCC44	perturbation_control	pearson	1	150
MTOR-1	MTOR	1.82986841656885	HCC44	perturbation_control	pearson	1	150
MTOR-2	MTOR	1.5450183079606257	HCC44	perturbation_control	pearson	1	150
MYC-1	MYC	2.639144802474385	HCC44	perturbation_control	pearson	1	150
MYC-2	MYC	2.5993033786530586	HCC44	perturbation_control	pearson	1	150
ORC4-1	ORC4	0.3632802888705824	HCC44	perturbation_control	pearson	1	150
ORC4-2	ORC4	0.37810349746407923	HCC44	perturbation_control	pearson	1	150
PIK3CA-1	PIK3CA	0.8221494869927001	HCC44	perturbation_control	pearson	1	150
PIK3CA-2	PIK3CA	0.8360002068550866	HCC44	perturbation_control	pearson	1	150
POLR2D-1	POLR2D	2.6299893266539485	HCC44	perturbation_control	pearson	1	150
POLR2D-2	POLR2D	2.5170200978377837	HCC44	perturbation_control	pearson	1	150
PPIB-1	PPIB	0.1124233624174032	HCC44	perturbation_control	pearson	1	150
PPIB-2	PPIB	0.12664489802007628	HCC44	perturbation_control	pearson	1	150
PRDX1-1	PRDX1	0.32686320051563356	HCC44	perturbation_control	pearson	1	150
PRDX1-2	PRDX1	0.31479975976950825	HCC44	perturbation_control	pearson	1	150
PSMA1-1	PSMA1	2.2721667054125314	HCC44	perturbation_control	pearson	1	150
PSMA1-2	PSMA1	2.3364138709457993	HCC44	perturbation_control	pearson	1	150
PTK2-1	PTK2	2.754256862044765	HCC44	perturbation_control	pearson	1	150
PTK2-2	PTK2	2.815495508574022	HCC44	perturbation_control	pearson	1	150
RAC1-1	RAC1	0.9684932306915081	HCC44	perturbation_control	pearson	1	150
RAC1-2	RAC1	0.8138824452954989	HCC44	perturbation_control	pearson	1	150
RAF1-1	RAF1	0.9609179882619175	HCC44	perturbation_control	pearson	1	150
RAF1-2	RAF1	1.101094394637665	HCC44	perturbation_control	pearson	1	150
RHOA-1	RHOA	2.401795739869713	HCC44	perturbation_control	pearson	1	150
RHOA-2	RHOA	2.5153362736405556	HCC44	perturbation_control	pearson	1	150
SDHB-1	SDHB	1.6607688840763593	HCC44	perturbation_control	pearson	1	150
SDHB-2	SDHB	1.2561226868728428	HCC44	perturbation_control	pearson	1	150
SLC2A1-1	SLC2A1		HCC44	perturbation_control	pearson	1	150
SLC2A2-2	SLC2A2		HCC44	perturbation_control	pearson	1	150
SMARCB1-1	SMARCB1	0.6253547828947544	HCC44	perturbation_control	pearson	1	150
SMARCB1-2	SMARCB1	0.7113723873869217	HCC44	perturbation_control	pearson	1	150
STAT3-1	STAT3	0.7134663049535528	HCC44	perturbation_control	pearson	1	150
STAT3-2	STAT3	0.649402136198943	HCC44	perturbation_control	pearson	1	150
SUZ12-1	SUZ12	1.5962557749348625	HCC44	perturbation_control	pearson	1	150
SUZ12-2	SUZ12	1.610480582119876	HCC44	perturbation_control	pearson	1	150
TXN-1	TXN	0.8139540247063194	HCC44	perturbation_control	pearson	1	150
TXN-2	TXN	0.6985546851871326	HCC44	perturbation_control	pearson	1	150
XBP-1	XBP	1.0565802334998426	HCC44	perturbation_control	pearson	1	150
XBP-2	XBP	1.195710147031228	HCC44	perturbation_control	pearson	1	150
YAP1-1	YAP1	0.5706066854394539	HCC44	perturbation_control	pearson	1	150
YAP1-2	YAP1	0.6579218042425198	HCC44	perturbation_control	pearson	1	150
AKT1-1	AKT1	0.3237242826297619	A549	perturbation_control	pearson	1	150
AKT1-2	AKT1	0.28525893329752544	A549	perturbation_control	pearson	1	150
ARID1B-1	ARID1B	0.7048696352250675	A549	perturbation_control	pearson	1	150
ARID1B-2	ARID1B	0.741547128269829	A549	perturbation_control	pearson	1	150
ATF4-1	ATF4	1.9879223539246584	A549	perturbation_control	pearson	1	150
ATF4-2	ATF4	1.961496276382005	A549	perturbation_control	pearson	1	150
ATP50-1	ATP50	0.7069652406971653	A549	perturbation_control	pearson	1	150
ATP50-2	ATP50	0.6025954819301451	A549	perturbation_control	pearson	1	150
AURKB-2	AURKB		A549	perturbation_control	pearson	1	150
BCL2-1	BCL2	0.5880126164077791	A549	perturbation_control	pearson	1	150
BCL2-2	BCL2	0.5381483040531603	A549	perturbation_control	pearson	1	150
BCL2L2-1	BCL2L2	0.05497058762276083	A549	perturbation_control	pearson	1	150
BCL2L2-2	BCL2L2	-0.03778271539951463	A549	perturbation_control	pearson	1	150
BCL2L2-4	BCL2L2	-0.059117513728105635	A549	perturbation_control	pearson	1	150
BRAF-2	BRAF		A549	perturbation_control	pearson	1	150
BRAF1-1	BRAF1		A549	perturbation_control	pearson	1	150
BRCA1-1	BRCA1	0.9014070400888203	A549	perturbation_control	pearson	1	150
BRCA1-2	BRCA1	0.9328299745505217	A549	perturbation_control	pearson	1	150
BRD4-1	BRD4	1.1091178063681015	A549	perturbation_control	pearson	1	150
BRD4-2	BRD4	1.1113473542364032	A549	perturbation_control	pearson	1	150
CCND1-1	CCND1	1.4064424271155316	A549	perturbation_control	pearson	1	150
CCND1-2	CCND1	1.340515423582695	A549	perturbation_control	pearson	1	150
CCNE1-1	CCNE1	1.8910918514588948	A549	perturbation_control	pearson	1	150
CCNE1-2	CCNE1	1.8062416707088746	A549	perturbation_control	pearson	1	150
CDK2-1	CDK2	1.8007553087871173	A549	perturbation_control	pearson	1	150
CDK2-2	CDK2	1.6517165275196823	A549	perturbation_control	pearson	1	150
CDK4-1	CDK4	1.468069813558155	A549	perturbation_control	pearson	1	150
CDK4-2	CDK4	1.3874958297110291	A549	perturbation_control	pearson	1	150
CDK4-3	CDK4	1.3414589931675782	A549	perturbation_control	pearson	1	150
CHEK2-1	CHEK2	0.21265489003730872	A549	perturbation_control	pearson	1	150
CHEK2-2	CHEK2	0.17888721380785344	A549	perturbation_control	pearson	1	150
COX5B-1	COX5B	0.9040372330033934	A549	perturbation_control	pearson	1	150
COX5B-2	COX5B	0.7304008166081176	A549	perturbation_control	pearson	1	150
CSNK1A1-1	CSNK1A1	1.9641609753678861	A549	perturbation_control	pearson	1	150
CSNK1A1-2	CSNK1A1	1.5456663771439159	A549	perturbation_control	pearson	1	150
CTNNB1-1	CTNNB1	-0.25704132022530507	A549	perturbation_control	pearson	1	150
CTNNB1-2	CTNNB1	-0.18680434015598385	A549	perturbation_control	pearson	1	150
Chr2-1	Chr2	0.48489119487136967	A549	perturbation_control	pearson	1	150
Chr2-2	Chr2	0.3614000172525825	A549	perturbation_control	pearson	1	150
Chr2-3	Chr2	0.5540584193977521	A549	perturbation_control	pearson	1	150
Chr2-4	Chr2	0.17576569744433887	A549	perturbation_control	pearson	1	150
Chr2-5	Chr2	0.3984230825981186	A549	perturbation_control	pearson	1	150
Chr2-6	Chr2	0.5477513892504301	A549	perturbation_control	pearson	1	150
DOT1L-1	DOT1L	0.40693932477005934	A549	perturbation_control	pearson	1	150
DOT1L-2	DOT1L	0.4272355855408396	A549	perturbation_control	pearson	1	150
EGFR-1	EGFR	0.5119918102940961	A549	perturbation_control	pearson	1	150
EGFR-2	EGFR	0.4622754161866631	A549	perturbation_control	pearson	1	150
EGLN1-8	EGLN1	0.5808273507668273	A549	perturbation_control	pearson	1	150
EGLN1-9	EGLN1	0.525460964099976	A549	perturbation_control	pearson	1	150
EMPTY	EMPTY		A549	perturbation_control	pearson	1	150
ERBB2-1	ERBB2	1.5041293047531665	A549	perturbation_control	pearson	1	150
ERBB2-2	ERBB2	1.6054328048171225	A549	perturbation_control	pearson	1	150
ERBB3-1	ERBB3	1.1075946709965945	A549	perturbation_control	pearson	1	150
ERBB3-2	ERBB3	1.0238376575788257	A549	perturbation_control	pearson	1	150
EZH2-1	EZH2	1.3084870608965238	A549	perturbation_control	pearson	1	150
EZH2-2	EZH2	1.2469355630237784	A549	perturbation_control	pearson	1	150
GLS-1	GLS	0.7844090510918325	A549	perturbation_control	pearson	1	150
GLS-2	GLS	0.5280635865221228	A549	perturbation_control	pearson	1	150
GPX4-1	GPX4	0.6316482620052585	A549	perturbation_control	pearson	1	150
GPX4-2	GPX4	0.7640295406491975	A549	perturbation_control	pearson	1	150
HIF1a-1	HIF1a	0.27095918176307354	A549	perturbation_control	pearson	1	150
HIF1a-2	HIF1a	0.24420667811381763	A549	perturbation_control	pearson	1	150
ITGAV-1	ITGAV	3.29961306409374	A549	perturbation_control	pearson	1	150
ITGAV-2	ITGAV	3.389511695692448	A549	perturbation_control	pearson	1	150
JAK3-1	JAK3	0.09989404790908149	A549	perturbation_control	pearson	1	150
JAK3-2	JAK3	0.13819838329517753	A549	perturbation_control	pearson	1	150
KIF11-1	KIF11	1.7937700768166402	A549	perturbation_control	pearson	1	150
KIF11-2	KIF11	1.8716482717037448	A549	perturbation_control	pearson	1	150
KRAS-1	KRAS	0.8462835105897277	A549	perturbation_control	pearson	1	150
KRAS-2A	KRAS	0.8664875727779559	A549	perturbation_control	pearson	1	150
KRAS-2B	KRAS	0.0010700095017892473	A549	perturbation_control	pearson	1	150
LacZ-2	LacZ	0.31702655814302194	A549	perturbation_control	pearson	1	150
LacZ-3	LacZ	0.30579673153357306	A549	perturbation_control	pearson	1	150
Luc-1	Luc	0.5594461888445692	A549	perturbation_control	pearson	1	150
Luc-2	Luc	0.5938151954759598	A549	perturbation_control	pearson	1	150
MAPK1-1	MAPK1	0.46755860369460184	A549	perturbation_control	pearson	1	150
MAPK1-2	MAPK1	0.3965758667721405	A549	perturbation_control	pearson	1	150
MCL1-2	MCL1	-0.028421389124070297	A549	perturbation_control	pearson	1	150
MCL1-5	MCL1	-0.05533816336216814	A549	perturbation_control	pearson	1	150
MTOR-1	MTOR	1.2980211754411326	A549	perturbation_control	pearson	1	150
MTOR-2	MTOR	1.3671141260423882	A549	perturbation_control	pearson	1	150
MYC-1	MYC	2.459445477210157	A549	perturbation_control	pearson	1	150
MYC-2	MYC	2.1734732926506815	A549	perturbation_control	pearson	1	150
ORC4-1	ORC4	0.19212492853712043	A549	perturbation_control	pearson	1	150
ORC4-2	ORC4	0.19453705927928003	A549	perturbation_control	pearson	1	150
PIK3CA-1	PIK3CA	1.2846927472894576	A549	perturbation_control	pearson	1	150
PIK3CA-2	PIK3CA	1.5912951432625322	A549	perturbation_control	pearson	1	150
POLR2D-1	POLR2D	1.8114105962610967	A549	perturbation_control	pearson	1	150
POLR2D-2	POLR2D	1.8081293639790696	A549	perturbation_control	pearson	1	150
PPIB-1	PPIB	-0.06484412696997509	A549	perturbation_control	pearson	1	150
PPIB-2	PPIB	-0.07671030047582145	A549	perturbation_control	pearson	1	150
PRDX1-1	PRDX1	0.5498187797554343	A549	perturbation_control	pearson	1	150
PRDX1-2	PRDX1	0.5015342238612315	A549	perturbation_control	pearson	1	150
PSMA1-1	PSMA1	1.6624582044472236	A549	perturbation_control	pearson	1	150
PSMA1-2	PSMA1	1.5471793717206517	A549	perturbation_control	pearson	1	150
PTK2-1	PTK2	2.2547236566378746	A549	perturbation_control	pearson	1	150
PTK2-2	PTK2	2.611183318716582	A549	perturbation_control	pearson	1	150
RAC1-1	RAC1	0.2068125650800732	A549	perturbation_control	pearson	1	150
RAC1-2	RAC1	0.19067513976066305	A549	perturbation_control	pearson	1	150
RAF1-1	RAF1	0.7306234843636967	A549	perturbation_control	pearson	1	150
RAF1-2	RAF1	0.6567332413795756	A549	perturbation_control	pearson	1	150
RHOA-1	RHOA	0.92625780917697	A549	perturbation_control	pearson	1	150
RHOA-2	RHOA	0.8316351321790947	A549	perturbation_control	pearson	1	150
SDHB-1	SDHB	0.5056693820612338	A549	perturbation_control	pearson	1	150
SDHB-2	SDHB	0.49147615229428454	A549	perturbation_control	pearson	1	150
SLC2A1-1	SLC2A1		A549	perturbation_control	pearson	1	150
SLC2A2-2	SLC2A2		A549	perturbation_control	pearson	1	150
