perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls	norm_method
EGFR-2	EGFR	1.585831350111819	ES2	perturbation_control	pearson	0	7	ctrl_based
EGLN1-8	EGLN1	3.0344955500261	ES2	perturbation_control	pearson	0	7	ctrl_based
EGLN1-9	EGLN1	2.7087952322739777	ES2	perturbation_control	pearson	0	7	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	0	7	ctrl_based
ERBB2-1	ERBB2	1.0016932150873563	ES2	perturbation_control	pearson	0	7	ctrl_based
ERBB2-2	ERBB2	1.6713451745836214	ES2	perturbation_control	pearson	0	7	ctrl_based
ERBB3-1	ERBB3	0.7297818791258636	ES2	perturbation_control	pearson	0	7	ctrl_based
ERBB3-2	ERBB3	0.6863185216377384	ES2	perturbation_control	pearson	0	7	ctrl_based
EZH2-1	EZH2	1.2704792360981931	ES2	perturbation_control	pearson	0	7	ctrl_based
EZH2-2	EZH2	1.196523001093656	ES2	perturbation_control	pearson	0	7	ctrl_based
GLS-1	GLS	1.639995602426291	ES2	perturbation_control	pearson	0	7	ctrl_based
GLS-2	GLS	1.4892004323706785	ES2	perturbation_control	pearson	0	7	ctrl_based
GPX4-1	GPX4	4.007554826698044	ES2	perturbation_control	pearson	0	7	ctrl_based
GPX4-2	GPX4	1.8019432679927514	ES2	perturbation_control	pearson	0	7	ctrl_based
HIF1a-1	HIF1a	1.4007242342329809	ES2	perturbation_control	pearson	0	7	ctrl_based
HIF1a-2	HIF1a	1.461997492328261	ES2	perturbation_control	pearson	0	7	ctrl_based
ITGAV-1	ITGAV	2.5177792374571255	ES2	perturbation_control	pearson	0	7	ctrl_based
ITGAV-2	ITGAV	2.922984383373607	ES2	perturbation_control	pearson	0	7	ctrl_based
JAK3-1	JAK3	0.1921633290852342	ES2	perturbation_control	pearson	0	7	ctrl_based
JAK3-2	JAK3	0.11689869566561409	ES2	perturbation_control	pearson	0	7	ctrl_based
KIF11-1	KIF11	1.744999169435435	ES2	perturbation_control	pearson	0	7	ctrl_based
KIF11-2	KIF11	2.1818114772779227	ES2	perturbation_control	pearson	0	7	ctrl_based
KRAS-1	KRAS	-0.014561706533538943	ES2	perturbation_control	pearson	0	7	ctrl_based
KRAS-2A	KRAS	0.8092837397667301	ES2	perturbation_control	pearson	0	7	ctrl_based
KRAS-2B	KRAS	-0.12244790922458292	ES2	perturbation_control	pearson	0	7	ctrl_based
LacZ-2	LacZ	0.05410388621477674	ES2	perturbation_control	pearson	0	7	ctrl_based
LacZ-3	LacZ	-0.09678453651059575	ES2	perturbation_control	pearson	0	7	ctrl_based
Luc-1	Luc	0.6839804361315146	ES2	perturbation_control	pearson	0	7	ctrl_based
Luc-2	Luc	0.7031446025016007	ES2	perturbation_control	pearson	0	7	ctrl_based
MAPK1-1	MAPK1	2.3509686988504273	ES2	perturbation_control	pearson	0	7	ctrl_based
MAPK1-2	MAPK1	2.0912493831370655	ES2	perturbation_control	pearson	0	7	ctrl_based
MCL1-2	MCL1	0.43940764726364917	ES2	perturbation_control	pearson	0	7	ctrl_based
MCL1-5	MCL1	0.13444033925594676	ES2	perturbation_control	pearson	0	7	ctrl_based
MTOR-1	MTOR	1.5298933718369234	ES2	perturbation_control	pearson	0	7	ctrl_based
MTOR-2	MTOR	1.2811195589604911	ES2	perturbation_control	pearson	0	7	ctrl_based
MYC-1	MYC	5.6339333987604325	ES2	perturbation_control	pearson	0	7	ctrl_based
MYC-2	MYC	4.67945655990582	ES2	perturbation_control	pearson	0	7	ctrl_based
ORC4-1	ORC4	0.3906846097086638	ES2	perturbation_control	pearson	0	7	ctrl_based
ORC4-2	ORC4	0.4816028955825108	ES2	perturbation_control	pearson	0	7	ctrl_based
PIK3CA-1	PIK3CA	1.653193445161912	ES2	perturbation_control	pearson	0	7	ctrl_based
PIK3CA-2	PIK3CA	1.5277490094258184	ES2	perturbation_control	pearson	0	7	ctrl_based
POLR2D-1	POLR2D	5.694130891983181	ES2	perturbation_control	pearson	0	7	ctrl_based
POLR2D-2	POLR2D	5.1815946924239205	ES2	perturbation_control	pearson	0	7	ctrl_based
PPIB-1	PPIB	0.26252513477533224	ES2	perturbation_control	pearson	0	7	ctrl_based
PPIB-2	PPIB	0.5913585323366524	ES2	perturbation_control	pearson	0	7	ctrl_based
PRDX1-1	PRDX1	0.40688239716830715	ES2	perturbation_control	pearson	0	7	ctrl_based
PRDX1-2	PRDX1	0.9655300863715981	ES2	perturbation_control	pearson	0	7	ctrl_based
PSMA1-1	PSMA1	3.6037659979078094	ES2	perturbation_control	pearson	0	7	ctrl_based
PSMA1-2	PSMA1	4.093622344640453	ES2	perturbation_control	pearson	0	7	ctrl_based
PTK2-1	PTK2	2.297789643047186	ES2	perturbation_control	pearson	0	7	ctrl_based
PTK2-2	PTK2	1.6357303078823748	ES2	perturbation_control	pearson	0	7	ctrl_based
RAC1-1	RAC1	0.8027544779502053	ES2	perturbation_control	pearson	0	7	ctrl_based
RAC1-2	RAC1	1.2404456637021508	ES2	perturbation_control	pearson	0	7	ctrl_based
RAF1-1	RAF1	1.1411356141757893	ES2	perturbation_control	pearson	0	7	ctrl_based
RAF1-2	RAF1	0.9863480100020146	ES2	perturbation_control	pearson	0	7	ctrl_based
RHOA-1	RHOA	3.0281158911896005	ES2	perturbation_control	pearson	0	7	ctrl_based
RHOA-2	RHOA	3.388617622592965	ES2	perturbation_control	pearson	0	7	ctrl_based
SDHB-1	SDHB	1.1388365362260229	ES2	perturbation_control	pearson	0	7	ctrl_based
SDHB-2	SDHB	0.9987908475941942	ES2	perturbation_control	pearson	0	7	ctrl_based
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	0	7	ctrl_based
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	0	7	ctrl_based
SMARCB1-1	SMARCB1	0.12853296790416524	ES2	perturbation_control	pearson	0	7	ctrl_based
SMARCB1-2	SMARCB1	0.34677933185279325	ES2	perturbation_control	pearson	0	7	ctrl_based
STAT3-1	STAT3	1.2917894632557338	ES2	perturbation_control	pearson	0	7	ctrl_based
STAT3-2	STAT3	1.8795535627211106	ES2	perturbation_control	pearson	0	7	ctrl_based
SUZ12-1	SUZ12	1.6182421824403646	ES2	perturbation_control	pearson	0	7	ctrl_based
SUZ12-2	SUZ12	2.0699310710857035	ES2	perturbation_control	pearson	0	7	ctrl_based
TXN-1	TXN	1.8863807715806635	ES2	perturbation_control	pearson	0	7	ctrl_based
TXN-2	TXN	1.45525732508486	ES2	perturbation_control	pearson	0	7	ctrl_based
XBP-1	XBP	2.0330244149860306	ES2	perturbation_control	pearson	0	7	ctrl_based
XBP-2	XBP	2.084421747351643	ES2	perturbation_control	pearson	0	7	ctrl_based
YAP1-1	YAP1	3.8258580678759047	ES2	perturbation_control	pearson	0	7	ctrl_based
YAP1-2	YAP1	3.445042221448329	ES2	perturbation_control	pearson	0	7	ctrl_based
AKT1-1	AKT1	1.4159515630990227	ES2	perturbation_control	pearson	0	5	ctrl_based
AKT1-2	AKT1	0.7206285668295702	ES2	perturbation_control	pearson	0	5	ctrl_based
ARID1B-1	ARID1B	0.9990219596766888	ES2	perturbation_control	pearson	0	5	ctrl_based
ARID1B-2	ARID1B	1.4262367780731409	ES2	perturbation_control	pearson	0	5	ctrl_based
ATF4-1	ATF4	2.7122151302837194	ES2	perturbation_control	pearson	0	5	ctrl_based
ATF4-2	ATF4	2.914620444809028	ES2	perturbation_control	pearson	0	5	ctrl_based
ATP50-1	ATP50	2.182054195492989	ES2	perturbation_control	pearson	0	5	ctrl_based
ATP50-2	ATP50	2.169345307408757	ES2	perturbation_control	pearson	0	5	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	0	5	ctrl_based
BCL2-1	BCL2	-0.4139161527165438	ES2	perturbation_control	pearson	0	5	ctrl_based
BCL2-2	BCL2	0.5440504153587918	ES2	perturbation_control	pearson	0	5	ctrl_based
BCL2L2-1	BCL2L2	0.7961989475194504	ES2	perturbation_control	pearson	0	5	ctrl_based
BCL2L2-2	BCL2L2	0.5012980165043466	ES2	perturbation_control	pearson	0	5	ctrl_based
BCL2L2-4	BCL2L2	0.5252549983911778	ES2	perturbation_control	pearson	0	5	ctrl_based
BRAF-2	BRAF		ES2	perturbation_control	pearson	0	5	ctrl_based
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	0	5	ctrl_based
BRCA1-1	BRCA1	-1.2311312066515794	ES2	perturbation_control	pearson	0	5	ctrl_based
BRCA1-2	BRCA1	-0.027798714687711	ES2	perturbation_control	pearson	0	5	ctrl_based
BRD4-1	BRD4	0.6946986699036012	ES2	perturbation_control	pearson	0	5	ctrl_based
BRD4-2	BRD4	0.8696250849715681	ES2	perturbation_control	pearson	0	5	ctrl_based
CCND1-1	CCND1	2.1050358990948737	ES2	perturbation_control	pearson	0	5	ctrl_based
CCND1-2	CCND1	3.232023036269016	ES2	perturbation_control	pearson	0	5	ctrl_based
CCNE1-1	CCNE1	0.5689166505778271	ES2	perturbation_control	pearson	0	5	ctrl_based
CCNE1-2	CCNE1	1.0944507264853784	ES2	perturbation_control	pearson	0	5	ctrl_based
CDK2-1	CDK2	2.211580014289718	ES2	perturbation_control	pearson	0	5	ctrl_based
CDK2-2	CDK2	2.2501673921720866	ES2	perturbation_control	pearson	0	5	ctrl_based
CDK4-1	CDK4	1.8528812509953856	ES2	perturbation_control	pearson	0	5	ctrl_based
CDK4-2	CDK4	1.5123749448689754	ES2	perturbation_control	pearson	0	5	ctrl_based
CDK4-3	CDK4	1.716100259308884	ES2	perturbation_control	pearson	0	5	ctrl_based
CHEK2-1	CHEK2	1.0278517099104008	ES2	perturbation_control	pearson	0	5	ctrl_based
CHEK2-2	CHEK2	0.5820960078911672	ES2	perturbation_control	pearson	0	5	ctrl_based
COX5B-1	COX5B	-0.4461617537168094	ES2	perturbation_control	pearson	0	5	ctrl_based
COX5B-2	COX5B	0.01178430537273581	ES2	perturbation_control	pearson	0	5	ctrl_based
CSNK1A1-1	CSNK1A1	0.39563716766790247	ES2	perturbation_control	pearson	0	5	ctrl_based
CSNK1A1-2	CSNK1A1	-0.36168295186294047	ES2	perturbation_control	pearson	0	5	ctrl_based
CTNNB1-1	CTNNB1	1.5823799867263286	ES2	perturbation_control	pearson	0	5	ctrl_based
CTNNB1-2	CTNNB1	1.3173276454228526	ES2	perturbation_control	pearson	0	5	ctrl_based
Chr2-1	Chr2	0.14510135934138807	ES2	perturbation_control	pearson	0	5	ctrl_based
Chr2-2	Chr2	0.3983062604727535	ES2	perturbation_control	pearson	0	5	ctrl_based
Chr2-3	Chr2	0.4897654664094201	ES2	perturbation_control	pearson	0	5	ctrl_based
Chr2-4	Chr2	0.33502776357307684	ES2	perturbation_control	pearson	0	5	ctrl_based
Chr2-5	Chr2	0.27502546440711934	ES2	perturbation_control	pearson	0	5	ctrl_based
Chr2-6	Chr2	0.3043915841896619	ES2	perturbation_control	pearson	0	5	ctrl_based
DOT1L-1	DOT1L	1.7333796102006322	ES2	perturbation_control	pearson	0	5	ctrl_based
DOT1L-2	DOT1L	1.1773805291442603	ES2	perturbation_control	pearson	0	5	ctrl_based
EGFR-1	EGFR	0.6932378324409143	ES2	perturbation_control	pearson	0	5	ctrl_based
EGFR-2	EGFR	1.4758300789178693	ES2	perturbation_control	pearson	0	5	ctrl_based
EGLN1-8	EGLN1	3.2214757466063455	ES2	perturbation_control	pearson	0	5	ctrl_based
EGLN1-9	EGLN1	1.3072645412185824	ES2	perturbation_control	pearson	0	5	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	0	5	ctrl_based
ERBB2-1	ERBB2	0.5874138701957619	ES2	perturbation_control	pearson	0	5	ctrl_based
ERBB2-2	ERBB2	1.2095167661957633	ES2	perturbation_control	pearson	0	5	ctrl_based
ERBB3-1	ERBB3	0.39636057938164054	ES2	perturbation_control	pearson	0	5	ctrl_based
ERBB3-2	ERBB3	0.7016934977290545	ES2	perturbation_control	pearson	0	5	ctrl_based
EZH2-1	EZH2	1.0273633440036616	ES2	perturbation_control	pearson	0	5	ctrl_based
EZH2-2	EZH2	1.8135841372493884	ES2	perturbation_control	pearson	0	5	ctrl_based
GLS-1	GLS	0.46453365455848183	ES2	perturbation_control	pearson	0	5	ctrl_based
GLS-2	GLS	0.6246976775305819	ES2	perturbation_control	pearson	0	5	ctrl_based
GPX4-1	GPX4	1.7890212972138861	ES2	perturbation_control	pearson	0	5	ctrl_based
GPX4-2	GPX4	1.7940167975165178	ES2	perturbation_control	pearson	0	5	ctrl_based
HIF1a-1	HIF1a	0.5589983102953493	ES2	perturbation_control	pearson	0	5	ctrl_based
HIF1a-2	HIF1a	1.0239718251608574	ES2	perturbation_control	pearson	0	5	ctrl_based
ITGAV-1	ITGAV	4.890377735997178	ES2	perturbation_control	pearson	0	5	ctrl_based
ITGAV-2	ITGAV	6.094333590363702	ES2	perturbation_control	pearson	0	5	ctrl_based
JAK3-1	JAK3	0.24715754287781894	ES2	perturbation_control	pearson	0	5	ctrl_based
JAK3-2	JAK3	-0.2916463127433957	ES2	perturbation_control	pearson	0	5	ctrl_based
KIF11-1	KIF11	1.1051149363446786	ES2	perturbation_control	pearson	0	5	ctrl_based
KIF11-2	KIF11	1.7114008429693788	ES2	perturbation_control	pearson	0	5	ctrl_based
KRAS-1	KRAS	0.5560767110520771	ES2	perturbation_control	pearson	0	5	ctrl_based
KRAS-2A	KRAS	3.1473291355561073	ES2	perturbation_control	pearson	0	5	ctrl_based
KRAS-2B	KRAS	-0.5304551612242046	ES2	perturbation_control	pearson	0	5	ctrl_based
LacZ-2	LacZ	0.07636585479673455	ES2	perturbation_control	pearson	0	5	ctrl_based
LacZ-3	LacZ	0.1861890475134939	ES2	perturbation_control	pearson	0	5	ctrl_based
Luc-1	Luc	0.4949396082973748	ES2	perturbation_control	pearson	0	5	ctrl_based
Luc-2	Luc	0.6392909094598552	ES2	perturbation_control	pearson	0	5	ctrl_based
MAPK1-1	MAPK1	3.8549029694354093	ES2	perturbation_control	pearson	0	5	ctrl_based
MAPK1-2	MAPK1	4.078610552742563	ES2	perturbation_control	pearson	0	5	ctrl_based
MCL1-2	MCL1	-0.08147523276537315	ES2	perturbation_control	pearson	0	5	ctrl_based
MCL1-5	MCL1	-0.05463551855680678	ES2	perturbation_control	pearson	0	5	ctrl_based
MTOR-1	MTOR	1.2379578957075092	ES2	perturbation_control	pearson	0	5	ctrl_based
MTOR-2	MTOR	0.9061705200620961	ES2	perturbation_control	pearson	0	5	ctrl_based
MYC-1	MYC	1.9202000315989198	ES2	perturbation_control	pearson	0	5	ctrl_based
MYC-2	MYC	1.8331392228923749	ES2	perturbation_control	pearson	0	5	ctrl_based
ORC4-1	ORC4	0.12839942733006945	ES2	perturbation_control	pearson	0	5	ctrl_based
ORC4-2	ORC4	0.3185450346114443	ES2	perturbation_control	pearson	0	5	ctrl_based
PIK3CA-1	PIK3CA	1.3313224134170265	ES2	perturbation_control	pearson	0	5	ctrl_based
PIK3CA-2	PIK3CA	1.7776773149398215	ES2	perturbation_control	pearson	0	5	ctrl_based
POLR2D-1	POLR2D	2.1956110783848133	ES2	perturbation_control	pearson	0	5	ctrl_based
POLR2D-2	POLR2D	2.2170928691590106	ES2	perturbation_control	pearson	0	5	ctrl_based
PPIB-1	PPIB	0.2632706067366777	ES2	perturbation_control	pearson	0	5	ctrl_based
PPIB-2	PPIB	0.7807981640469247	ES2	perturbation_control	pearson	0	5	ctrl_based
PRDX1-1	PRDX1	0.24990152967838863	ES2	perturbation_control	pearson	0	5	ctrl_based
PRDX1-2	PRDX1	0.2534184047848373	ES2	perturbation_control	pearson	0	5	ctrl_based
PSMA1-1	PSMA1	2.376047237590771	ES2	perturbation_control	pearson	0	5	ctrl_based
PSMA1-2	PSMA1	2.3020855677471266	ES2	perturbation_control	pearson	0	5	ctrl_based
PTK2-1	PTK2	2.2735519557568975	ES2	perturbation_control	pearson	0	5	ctrl_based
PTK2-2	PTK2	1.7188061490655853	ES2	perturbation_control	pearson	0	5	ctrl_based
RAC1-1	RAC1	0.27874030500255664	ES2	perturbation_control	pearson	0	5	ctrl_based
RAC1-2	RAC1	0.483300785480555	ES2	perturbation_control	pearson	0	5	ctrl_based
RAF1-1	RAF1	0.8743257662102625	ES2	perturbation_control	pearson	0	5	ctrl_based
RAF1-2	RAF1	0.795084787252347	ES2	perturbation_control	pearson	0	5	ctrl_based
RHOA-1	RHOA	1.628846098561714	ES2	perturbation_control	pearson	0	5	ctrl_based
RHOA-2	RHOA	2.006573001219591	ES2	perturbation_control	pearson	0	5	ctrl_based
SDHB-1	SDHB	1.3344977840198453	ES2	perturbation_control	pearson	0	5	ctrl_based
SDHB-2	SDHB	1.7671813622508774	ES2	perturbation_control	pearson	0	5	ctrl_based
SLC2A1-1	SLC2A1		ES2	perturbation_control	pearson	0	5	ctrl_based
SLC2A2-2	SLC2A2		ES2	perturbation_control	pearson	0	5	ctrl_based
SMARCB1-1	SMARCB1	1.067769356445644	ES2	perturbation_control	pearson	0	5	ctrl_based
SMARCB1-2	SMARCB1	0.08320701505136707	ES2	perturbation_control	pearson	0	5	ctrl_based
STAT3-1	STAT3	1.028893399777974	ES2	perturbation_control	pearson	0	5	ctrl_based
STAT3-2	STAT3	1.1203489955678152	ES2	perturbation_control	pearson	0	5	ctrl_based
SUZ12-1	SUZ12	1.8443366310580402	ES2	perturbation_control	pearson	0	5	ctrl_based
SUZ12-2	SUZ12	1.2300776575200076	ES2	perturbation_control	pearson	0	5	ctrl_based
TXN-1	TXN	2.1161653897799635	ES2	perturbation_control	pearson	0	5	ctrl_based
TXN-2	TXN	1.6900522996927754	ES2	perturbation_control	pearson	0	5	ctrl_based
XBP-1	XBP	1.4430498473383842	ES2	perturbation_control	pearson	0	5	ctrl_based
XBP-2	XBP	1.3568859002190736	ES2	perturbation_control	pearson	0	5	ctrl_based
YAP1-1	YAP1	1.7512406709416735	ES2	perturbation_control	pearson	0	5	ctrl_based
YAP1-2	YAP1	1.4058976763476039	ES2	perturbation_control	pearson	0	5	ctrl_based
AKT1-1	AKT1	1.9055808793664262	ES2	perturbation_control	pearson	0	4	ctrl_based
AKT1-2	AKT1	1.0505302805906216	ES2	perturbation_control	pearson	0	4	ctrl_based
ARID1B-1	ARID1B	2.467918532666991	ES2	perturbation_control	pearson	0	4	ctrl_based
ARID1B-2	ARID1B	1.9809800025514974	ES2	perturbation_control	pearson	0	4	ctrl_based
ATF4-1	ATF4	4.113828664853109	ES2	perturbation_control	pearson	0	4	ctrl_based
ATF4-2	ATF4	3.417174571622133	ES2	perturbation_control	pearson	0	4	ctrl_based
ATP50-1	ATP50	2.264205194188361	ES2	perturbation_control	pearson	0	4	ctrl_based
ATP50-2	ATP50	3.4489107175335367	ES2	perturbation_control	pearson	0	4	ctrl_based
AURKB-2	AURKB		ES2	perturbation_control	pearson	0	4	ctrl_based
BCL2-1	BCL2	0.24459822509908125	ES2	perturbation_control	pearson	0	4	ctrl_based
BCL2-2	BCL2	1.0034777686038547	ES2	perturbation_control	pearson	0	4	ctrl_based
BCL2L2-1	BCL2L2	0.9913190654313633	ES2	perturbation_control	pearson	0	4	ctrl_based
BCL2L2-2	BCL2L2	1.2885157835089114	ES2	perturbation_control	pearson	0	4	ctrl_based
BCL2L2-4	BCL2L2	0.9728487099287786	ES2	perturbation_control	pearson	0	4	ctrl_based
BRAF-2	BRAF		ES2	perturbation_control	pearson	0	4	ctrl_based
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	0	4	ctrl_based
BRCA1-1	BRCA1	-0.888270661175859	ES2	perturbation_control	pearson	0	4	ctrl_based
BRCA1-2	BRCA1	0.08709553642569601	ES2	perturbation_control	pearson	0	4	ctrl_based
BRD4-1	BRD4	0.9467046295823286	ES2	perturbation_control	pearson	0	4	ctrl_based
BRD4-2	BRD4	0.9864079628209316	ES2	perturbation_control	pearson	0	4	ctrl_based
CCND1-1	CCND1	1.9198162636322402	ES2	perturbation_control	pearson	0	4	ctrl_based
CCND1-2	CCND1	2.947932618076046	ES2	perturbation_control	pearson	0	4	ctrl_based
CCNE1-1	CCNE1	0.4631728906376591	ES2	perturbation_control	pearson	0	4	ctrl_based
CCNE1-2	CCNE1	1.0739418045941658	ES2	perturbation_control	pearson	0	4	ctrl_based
CDK2-1	CDK2	1.7851766621387013	ES2	perturbation_control	pearson	0	4	ctrl_based
CDK2-2	CDK2	1.9821275351581211	ES2	perturbation_control	pearson	0	4	ctrl_based
CDK4-1	CDK4	1.845171014862153	ES2	perturbation_control	pearson	0	4	ctrl_based
CDK4-2	CDK4	1.4759559916344176	ES2	perturbation_control	pearson	0	4	ctrl_based
CDK4-3	CDK4	1.7874900040364334	ES2	perturbation_control	pearson	0	4	ctrl_based
CHEK2-1	CHEK2	0.8919144098066103	ES2	perturbation_control	pearson	0	4	ctrl_based
CHEK2-2	CHEK2	0.7141175228485792	ES2	perturbation_control	pearson	0	4	ctrl_based
COX5B-1	COX5B	0.2135709060306469	ES2	perturbation_control	pearson	0	4	ctrl_based
COX5B-2	COX5B	-0.3112025655173228	ES2	perturbation_control	pearson	0	4	ctrl_based
CSNK1A1-1	CSNK1A1	0.009392760701827096	ES2	perturbation_control	pearson	0	4	ctrl_based
CSNK1A1-2	CSNK1A1	-0.6495094282879464	ES2	perturbation_control	pearson	0	4	ctrl_based
CTNNB1-1	CTNNB1	1.492096340779608	ES2	perturbation_control	pearson	0	4	ctrl_based
CTNNB1-2	CTNNB1	1.5790478131074752	ES2	perturbation_control	pearson	0	4	ctrl_based
Chr2-1	Chr2	-0.06858241883453033	ES2	perturbation_control	pearson	0	4	ctrl_based
Chr2-2	Chr2	0.2932518924337326	ES2	perturbation_control	pearson	0	4	ctrl_based
Chr2-3	Chr2	0.6508293309239502	ES2	perturbation_control	pearson	0	4	ctrl_based
Chr2-4	Chr2	0.4167700238080466	ES2	perturbation_control	pearson	0	4	ctrl_based
Chr2-5	Chr2	0.5829644051316732	ES2	perturbation_control	pearson	0	4	ctrl_based
Chr2-6	Chr2	0.6402517230925695	ES2	perturbation_control	pearson	0	4	ctrl_based
DOT1L-1	DOT1L	3.7150232152895963	ES2	perturbation_control	pearson	0	4	ctrl_based
DOT1L-2	DOT1L	2.5310817248909245	ES2	perturbation_control	pearson	0	4	ctrl_based
EGFR-1	EGFR	1.313702609130459	ES2	perturbation_control	pearson	0	4	ctrl_based
EGFR-2	EGFR	2.3096739254013734	ES2	perturbation_control	pearson	0	4	ctrl_based
EGLN1-8	EGLN1	2.542528539441911	ES2	perturbation_control	pearson	0	4	ctrl_based
EGLN1-9	EGLN1	1.211223190461002	ES2	perturbation_control	pearson	0	4	ctrl_based
EMPTY	EMPTY		ES2	perturbation_control	pearson	0	4	ctrl_based
ERBB2-1	ERBB2	1.1035616462739954	ES2	perturbation_control	pearson	0	4	ctrl_based
ERBB2-2	ERBB2	2.0873048067344286	ES2	perturbation_control	pearson	0	4	ctrl_based
ERBB3-1	ERBB3	0.7398936583569615	ES2	perturbation_control	pearson	0	4	ctrl_based
ERBB3-2	ERBB3	1.470450852618899	ES2	perturbation_control	pearson	0	4	ctrl_based
EZH2-1	EZH2	0.9752506628889694	ES2	perturbation_control	pearson	0	4	ctrl_based
EZH2-2	EZH2	3.3670774929945915	ES2	perturbation_control	pearson	0	4	ctrl_based
GLS-1	GLS	0.8791025067570399	ES2	perturbation_control	pearson	0	4	ctrl_based
GLS-2	GLS	0.5531854062715144	ES2	perturbation_control	pearson	0	4	ctrl_based
GPX4-1	GPX4	2.134171840252712	ES2	perturbation_control	pearson	0	4	ctrl_based
GPX4-2	GPX4	2.3978751634298536	ES2	perturbation_control	pearson	0	4	ctrl_based
HIF1a-1	HIF1a	0.20783482582301405	ES2	perturbation_control	pearson	0	4	ctrl_based
HIF1a-2	HIF1a	0.31231202793750873	ES2	perturbation_control	pearson	0	4	ctrl_based
ITGAV-1	ITGAV	4.665804955830833	ES2	perturbation_control	pearson	0	4	ctrl_based
ITGAV-2	ITGAV	5.034444024093676	ES2	perturbation_control	pearson	0	4	ctrl_based
JAK3-1	JAK3	0.27246660846877035	ES2	perturbation_control	pearson	0	4	ctrl_based
JAK3-2	JAK3	-0.4339177214332549	ES2	perturbation_control	pearson	0	4	ctrl_based
KIF11-1	KIF11	1.1316165821011597	ES2	perturbation_control	pearson	0	4	ctrl_based
KIF11-2	KIF11	1.7628718906874266	ES2	perturbation_control	pearson	0	4	ctrl_based
KRAS-1	KRAS	0.05575751885063618	ES2	perturbation_control	pearson	0	4	ctrl_based
KRAS-2A	KRAS	1.9749536121534181	ES2	perturbation_control	pearson	0	4	ctrl_based
KRAS-2B	KRAS	-0.4235240574762847	ES2	perturbation_control	pearson	0	4	ctrl_based
LacZ-2	LacZ	0.24930862186899128	ES2	perturbation_control	pearson	0	4	ctrl_based
LacZ-3	LacZ	0.08401855726948104	ES2	perturbation_control	pearson	0	4	ctrl_based
Luc-1	Luc	0.542086908524849	ES2	perturbation_control	pearson	0	4	ctrl_based
Luc-2	Luc	0.16325023395996652	ES2	perturbation_control	pearson	0	4	ctrl_based
MAPK1-1	MAPK1	3.788831021039013	ES2	perturbation_control	pearson	0	4	ctrl_based
MAPK1-2	MAPK1	3.782853171265315	ES2	perturbation_control	pearson	0	4	ctrl_based
MCL1-2	MCL1	-0.08903966428196933	ES2	perturbation_control	pearson	0	4	ctrl_based
MCL1-5	MCL1	-0.1575731038873895	ES2	perturbation_control	pearson	0	4	ctrl_based
MTOR-1	MTOR	1.8970687225230454	ES2	perturbation_control	pearson	0	4	ctrl_based
MTOR-2	MTOR	1.5924551100654165	ES2	perturbation_control	pearson	0	4	ctrl_based
MYC-1	MYC	2.1734180350486176	ES2	perturbation_control	pearson	0	4	ctrl_based
MYC-2	MYC	1.9713424180716972	ES2	perturbation_control	pearson	0	4	ctrl_based
ORC4-1	ORC4	0.30038439180856147	ES2	perturbation_control	pearson	0	4	ctrl_based
ORC4-2	ORC4	0.664299519489608	ES2	perturbation_control	pearson	0	4	ctrl_based
PIK3CA-1	PIK3CA	2.404551836576972	ES2	perturbation_control	pearson	0	4	ctrl_based
PIK3CA-2	PIK3CA	4.670578649350489	ES2	perturbation_control	pearson	0	4	ctrl_based
POLR2D-1	POLR2D	1.6498932736090484	ES2	perturbation_control	pearson	0	4	ctrl_based
POLR2D-2	POLR2D	1.6005499302070283	ES2	perturbation_control	pearson	0	4	ctrl_based
PPIB-1	PPIB	0.6991134511026864	ES2	perturbation_control	pearson	0	4	ctrl_based
PPIB-2	PPIB	0.46196262235976315	ES2	perturbation_control	pearson	0	4	ctrl_based
PRDX1-1	PRDX1	0.4452976916157598	ES2	perturbation_control	pearson	0	4	ctrl_based
PRDX1-2	PRDX1	0.916727945538046	ES2	perturbation_control	pearson	0	4	ctrl_based
PSMA1-1	PSMA1	2.0254100252180582	ES2	perturbation_control	pearson	0	4	ctrl_based
PSMA1-2	PSMA1	2.11171742866215	ES2	perturbation_control	pearson	0	4	ctrl_based
PTK2-1	PTK2	2.8574475676378124	ES2	perturbation_control	pearson	0	4	ctrl_based
PTK2-2	PTK2	2.179024848186071	ES2	perturbation_control	pearson	0	4	ctrl_based
RAC1-1	RAC1	1.4058584541611756	ES2	perturbation_control	pearson	0	4	ctrl_based
RAC1-2	RAC1	0.645725486950886	ES2	perturbation_control	pearson	0	4	ctrl_based
RAF1-1	RAF1	1.2809203318324647	ES2	perturbation_control	pearson	0	4	ctrl_based
RAF1-2	RAF1	1.7973836490995452	ES2	perturbation_control	pearson	0	4	ctrl_based
RHOA-1	RHOA	1.8553458897847481	ES2	perturbation_control	pearson	0	4	ctrl_based
RHOA-2	RHOA	2.6811077715273273	ES2	perturbation_control	pearson	0	4	ctrl_based
