perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	shuffle_method	norm_method
PTK2-1	PTK2	-0.6625228866573143	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
PTK2-2	PTK2	-0.8113213043872831	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
RAC1-1	RAC1	-0.04896651888637016	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
RAC1-2	RAC1	0.01896966825413199	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
RAF1-1	RAF1	0.013210313418434871	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
RAF1-2	RAF1	-0.01079142244037129	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
RHOA-1	RHOA	1.3148384200828112	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
RHOA-2	RHOA	1.667910380966119	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SDHB-1	SDHB	0.3398524602723417	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SDHB-2	SDHB	0.3417978335761675	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SMARCB1-1	SMARCB1	-0.811327392146804	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SMARCB1-2	SMARCB1	-0.5791230666661227	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
STAT3-1	STAT3	-0.012696899290122021	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
STAT3-2	STAT3	0.2700511524156561	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SUZ12-1	SUZ12	1.0420319311902766	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
SUZ12-2	SUZ12	0.8865458930122123	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
TXN-1	TXN	0.18567539359134497	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
TXN-2	TXN	0.14896533347749547	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
XBP-1	XBP	-0.3935738438338682	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
XBP-2	XBP	-0.6073431780072374	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
YAP1-1	YAP1	0.3388228653409401	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
YAP1-2	YAP1	0.35112555284222224	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	ctrl_based
AKT1-1	AKT1	-0.11175354977647103	ES2	cutting_control	pearson	1	independent_column	whole_plate
AKT1-2	AKT1	-0.251113970026845	ES2	cutting_control	pearson	1	independent_column	whole_plate
ARID1B-1	ARID1B	-0.1543220110872245	ES2	cutting_control	pearson	1	independent_column	whole_plate
ARID1B-2	ARID1B	-0.09208450811394803	ES2	cutting_control	pearson	1	independent_column	whole_plate
ATF4-1	ATF4	-0.27791077817092813	ES2	cutting_control	pearson	1	independent_column	whole_plate
ATF4-2	ATF4	-0.1252305452729961	ES2	cutting_control	pearson	1	independent_column	whole_plate
ATP50-1	ATP50	0.14285823787372987	ES2	cutting_control	pearson	1	independent_column	whole_plate
ATP50-2	ATP50	0.17590990578636392	ES2	cutting_control	pearson	1	independent_column	whole_plate
AURKB-2	AURKB		ES2	cutting_control	pearson	1	independent_column	whole_plate
BCL2-1	BCL2	0.03412896102769967	ES2	cutting_control	pearson	1	independent_column	whole_plate
BCL2-2	BCL2	-0.18328731399211223	ES2	cutting_control	pearson	1	independent_column	whole_plate
BCL2L2-1	BCL2L2	-0.05898260030055108	ES2	cutting_control	pearson	1	independent_column	whole_plate
BCL2L2-2	BCL2L2	0.30608630474047677	ES2	cutting_control	pearson	1	independent_column	whole_plate
BCL2L2-4	BCL2L2	0.020907354993948746	ES2	cutting_control	pearson	1	independent_column	whole_plate
BRAF-2	BRAF		ES2	cutting_control	pearson	1	independent_column	whole_plate
BRAF1-1	BRAF1		ES2	cutting_control	pearson	1	independent_column	whole_plate
BRCA1-1	BRCA1	0.5123114682598424	ES2	cutting_control	pearson	1	independent_column	whole_plate
BRCA1-2	BRCA1	0.35820194409120076	ES2	cutting_control	pearson	1	independent_column	whole_plate
BRD4-1	BRD4	0.20393888275234162	ES2	cutting_control	pearson	1	independent_column	whole_plate
BRD4-2	BRD4	0.2267370187778331	ES2	cutting_control	pearson	1	independent_column	whole_plate
CCND1-1	CCND1	-0.06082312905330703	ES2	cutting_control	pearson	1	independent_column	whole_plate
CCND1-2	CCND1	-0.01296451555218707	ES2	cutting_control	pearson	1	independent_column	whole_plate
CCNE1-1	CCNE1	-0.078843523598131	ES2	cutting_control	pearson	1	independent_column	whole_plate
CCNE1-2	CCNE1	-0.012244294611148537	ES2	cutting_control	pearson	1	independent_column	whole_plate
CDK2-1	CDK2	-0.5954303488931822	ES2	cutting_control	pearson	1	independent_column	whole_plate
CDK2-2	CDK2	-0.42779797398795416	ES2	cutting_control	pearson	1	independent_column	whole_plate
CDK4-1	CDK4	0.9048092110670056	ES2	cutting_control	pearson	1	independent_column	whole_plate
CDK4-2	CDK4	1.0973669174320682	ES2	cutting_control	pearson	1	independent_column	whole_plate
CDK4-3	CDK4	1.3121675570377882	ES2	cutting_control	pearson	1	independent_column	whole_plate
CHEK2-1	CHEK2	0.022583076794785273	ES2	cutting_control	pearson	1	independent_column	whole_plate
CHEK2-2	CHEK2	0.18367500392937047	ES2	cutting_control	pearson	1	independent_column	whole_plate
COX5B-1	COX5B	0.30959915161532847	ES2	cutting_control	pearson	1	independent_column	whole_plate
COX5B-2	COX5B	0.2528968423294091	ES2	cutting_control	pearson	1	independent_column	whole_plate
CSNK1A1-1	CSNK1A1	-0.5919135503699914	ES2	cutting_control	pearson	1	independent_column	whole_plate
CSNK1A1-2	CSNK1A1	-0.9898591879434387	ES2	cutting_control	pearson	1	independent_column	whole_plate
CTNNB1-1	CTNNB1	0.5096815722766334	ES2	cutting_control	pearson	1	independent_column	whole_plate
CTNNB1-2	CTNNB1	0.5159628644176928	ES2	cutting_control	pearson	1	independent_column	whole_plate
Chr2-1	Chr2	-0.002647873789130106	ES2	cutting_control	pearson	1	independent_column	whole_plate
Chr2-2	Chr2	-0.02895277186035622	ES2	cutting_control	pearson	1	independent_column	whole_plate
Chr2-3	Chr2	-0.06539486661846484	ES2	cutting_control	pearson	1	independent_column	whole_plate
Chr2-4	Chr2	0.01402925419508388	ES2	cutting_control	pearson	1	independent_column	whole_plate
Chr2-5	Chr2	-0.017382059641409923	ES2	cutting_control	pearson	1	independent_column	whole_plate
Chr2-6	Chr2	0.04991575119577175	ES2	cutting_control	pearson	1	independent_column	whole_plate
DOT1L-1	DOT1L	-0.07498074398214821	ES2	cutting_control	pearson	1	independent_column	whole_plate
DOT1L-2	DOT1L	-0.1872497032703232	ES2	cutting_control	pearson	1	independent_column	whole_plate
EGFR-1	EGFR	-0.6857456555029515	ES2	cutting_control	pearson	1	independent_column	whole_plate
EGFR-2	EGFR	-0.5449046917714901	ES2	cutting_control	pearson	1	independent_column	whole_plate
EGLN1-8	EGLN1	-0.36497987284126987	ES2	cutting_control	pearson	1	independent_column	whole_plate
EGLN1-9	EGLN1	-0.09005933990269765	ES2	cutting_control	pearson	1	independent_column	whole_plate
EMPTY	EMPTY		ES2	cutting_control	pearson	1	independent_column	whole_plate
ERBB2-1	ERBB2	0.3055905655732925	ES2	cutting_control	pearson	1	independent_column	whole_plate
ERBB2-2	ERBB2	0.2691978137503906	ES2	cutting_control	pearson	1	independent_column	whole_plate
ERBB3-1	ERBB3	0.09194680634071493	ES2	cutting_control	pearson	1	independent_column	whole_plate
ERBB3-2	ERBB3	0.07200632171136995	ES2	cutting_control	pearson	1	independent_column	whole_plate
EZH2-1	EZH2	-0.0919456947239859	ES2	cutting_control	pearson	1	independent_column	whole_plate
EZH2-2	EZH2	-0.3812856504423935	ES2	cutting_control	pearson	1	independent_column	whole_plate
GLS-1	GLS	0.3066941354197542	ES2	cutting_control	pearson	1	independent_column	whole_plate
GLS-2	GLS	0.4844076812873028	ES2	cutting_control	pearson	1	independent_column	whole_plate
GPX4-1	GPX4	-1.0092654477348262	ES2	cutting_control	pearson	1	independent_column	whole_plate
GPX4-2	GPX4	-0.6967192869971378	ES2	cutting_control	pearson	1	independent_column	whole_plate
HIF1a-1	HIF1a	-0.1942019219325546	ES2	cutting_control	pearson	1	independent_column	whole_plate
HIF1a-2	HIF1a	0.15441073303328268	ES2	cutting_control	pearson	1	independent_column	whole_plate
ITGAV-1	ITGAV	0.6551033196621885	ES2	cutting_control	pearson	1	independent_column	whole_plate
ITGAV-2	ITGAV	0.6252584568117888	ES2	cutting_control	pearson	1	independent_column	whole_plate
JAK3-1	JAK3	-0.04592442823123537	ES2	cutting_control	pearson	1	independent_column	whole_plate
JAK3-2	JAK3	-0.05835538353372538	ES2	cutting_control	pearson	1	independent_column	whole_plate
KIF11-1	KIF11	0.6556915977095938	ES2	cutting_control	pearson	1	independent_column	whole_plate
KIF11-2	KIF11	0.5050323258663606	ES2	cutting_control	pearson	1	independent_column	whole_plate
KRAS-1	KRAS	0.1516354512189666	ES2	cutting_control	pearson	1	independent_column	whole_plate
KRAS-2A	KRAS	0.053677722315546	ES2	cutting_control	pearson	1	independent_column	whole_plate
KRAS-2B	KRAS	0.6432592302650011	ES2	cutting_control	pearson	1	independent_column	whole_plate
LacZ-2	LacZ	0.2049514517057727	ES2	cutting_control	pearson	1	independent_column	whole_plate
LacZ-3	LacZ	0.22960013993037734	ES2	cutting_control	pearson	1	independent_column	whole_plate
Luc-1	Luc	-0.12298341627115725	ES2	cutting_control	pearson	1	independent_column	whole_plate
Luc-2	Luc	-0.23855707488154573	ES2	cutting_control	pearson	1	independent_column	whole_plate
MAPK1-1	MAPK1	-0.041333088022764246	ES2	cutting_control	pearson	1	independent_column	whole_plate
MAPK1-2	MAPK1	-0.12360840873433887	ES2	cutting_control	pearson	1	independent_column	whole_plate
MCL1-2	MCL1	-0.3231102528136172	ES2	cutting_control	pearson	1	independent_column	whole_plate
MCL1-5	MCL1	-0.3542625491562549	ES2	cutting_control	pearson	1	independent_column	whole_plate
MTOR-1	MTOR	0.36219331704870167	ES2	cutting_control	pearson	1	independent_column	whole_plate
MTOR-2	MTOR	0.19532781029428975	ES2	cutting_control	pearson	1	independent_column	whole_plate
MYC-1	MYC	0.1822089039050872	ES2	cutting_control	pearson	1	independent_column	whole_plate
MYC-2	MYC	0.1378306098962198	ES2	cutting_control	pearson	1	independent_column	whole_plate
ORC4-1	ORC4	0.2981525909631101	ES2	cutting_control	pearson	1	independent_column	whole_plate
ORC4-2	ORC4	0.34998078885728046	ES2	cutting_control	pearson	1	independent_column	whole_plate
PIK3CA-1	PIK3CA	0.08672064497719645	ES2	cutting_control	pearson	1	independent_column	whole_plate
PIK3CA-2	PIK3CA	0.04044911638403803	ES2	cutting_control	pearson	1	independent_column	whole_plate
POLR2D-1	POLR2D	-0.17323864106692913	ES2	cutting_control	pearson	1	independent_column	whole_plate
POLR2D-2	POLR2D	-0.1705987277862853	ES2	cutting_control	pearson	1	independent_column	whole_plate
PPIB-1	PPIB	-0.1084424579389672	ES2	cutting_control	pearson	1	independent_column	whole_plate
PPIB-2	PPIB	-0.15065612267273887	ES2	cutting_control	pearson	1	independent_column	whole_plate
PRDX1-1	PRDX1	-0.01746107787791313	ES2	cutting_control	pearson	1	independent_column	whole_plate
PRDX1-2	PRDX1	0.14189782181916183	ES2	cutting_control	pearson	1	independent_column	whole_plate
PSMA1-1	PSMA1	-0.09080042253768561	ES2	cutting_control	pearson	1	independent_column	whole_plate
PSMA1-2	PSMA1	-0.009195657852693141	ES2	cutting_control	pearson	1	independent_column	whole_plate
PTK2-1	PTK2	0.1067619425915621	ES2	cutting_control	pearson	1	independent_column	whole_plate
PTK2-2	PTK2	0.1980974716367133	ES2	cutting_control	pearson	1	independent_column	whole_plate
RAC1-1	RAC1	0.0817917737030198	ES2	cutting_control	pearson	1	independent_column	whole_plate
RAC1-2	RAC1	0.22813606543738663	ES2	cutting_control	pearson	1	independent_column	whole_plate
RAF1-1	RAF1	-0.2420663323790332	ES2	cutting_control	pearson	1	independent_column	whole_plate
RAF1-2	RAF1	-0.06498787800764909	ES2	cutting_control	pearson	1	independent_column	whole_plate
RHOA-1	RHOA	0.6252426994418526	ES2	cutting_control	pearson	1	independent_column	whole_plate
RHOA-2	RHOA	0.46778060542098754	ES2	cutting_control	pearson	1	independent_column	whole_plate
SDHB-1	SDHB	0.5922412457422519	ES2	cutting_control	pearson	1	independent_column	whole_plate
SDHB-2	SDHB	0.8563600094623515	ES2	cutting_control	pearson	1	independent_column	whole_plate
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	1	independent_column	whole_plate
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	1	independent_column	whole_plate
SMARCB1-1	SMARCB1	0.35157783438979273	ES2	cutting_control	pearson	1	independent_column	whole_plate
SMARCB1-2	SMARCB1	0.27573929679278436	ES2	cutting_control	pearson	1	independent_column	whole_plate
STAT3-1	STAT3	-0.5964305647971936	ES2	cutting_control	pearson	1	independent_column	whole_plate
STAT3-2	STAT3	-0.6725060711624349	ES2	cutting_control	pearson	1	independent_column	whole_plate
SUZ12-1	SUZ12	0.20229070868546187	ES2	cutting_control	pearson	1	independent_column	whole_plate
SUZ12-2	SUZ12	0.2438289617633971	ES2	cutting_control	pearson	1	independent_column	whole_plate
TXN-1	TXN	0.5981753795184555	ES2	cutting_control	pearson	1	independent_column	whole_plate
TXN-2	TXN	0.4060581263937574	ES2	cutting_control	pearson	1	independent_column	whole_plate
XBP-1	XBP	0.03891609826462282	ES2	cutting_control	pearson	1	independent_column	whole_plate
XBP-2	XBP	-0.0744360712169986	ES2	cutting_control	pearson	1	independent_column	whole_plate
YAP1-1	YAP1	0.6711538202834169	ES2	cutting_control	pearson	1	independent_column	whole_plate
YAP1-2	YAP1	0.35870619313236946	ES2	cutting_control	pearson	1	independent_column	whole_plate
AKT1-1	AKT1	0.5741319550080988	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
AKT1-2	AKT1	0.36660700888906356	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ARID1B-1	ARID1B	-0.12902381087412707	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ARID1B-2	ARID1B	-0.2188707590736965	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ATF4-1	ATF4	0.02509768156673936	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ATF4-2	ATF4	0.024926919779234447	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ATP50-1	ATP50	-0.47647553216416083	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ATP50-2	ATP50	-0.7618496242083432	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
AURKB-2	AURKB		ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BCL2-1	BCL2	0.4672418483757816	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BCL2-2	BCL2	0.40778178555027034	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BCL2L2-1	BCL2L2	-0.18684664289589725	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BCL2L2-2	BCL2L2	-0.35337626337849554	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BCL2L2-4	BCL2L2	0.09972192036508612	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BRAF-2	BRAF		ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BRAF1-1	BRAF1		ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BRCA1-1	BRCA1	0.1384380149171139	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BRCA1-2	BRCA1	0.04572415432522039	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BRD4-1	BRD4	1.3142991792614898	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
BRD4-2	BRD4	1.1591131727565895	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CCND1-1	CCND1	0.0862889203662896	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CCND1-2	CCND1	0.20733080842210372	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CCNE1-1	CCNE1	-0.7353728562202401	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CCNE1-2	CCNE1	-0.44409285469816084	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CDK2-1	CDK2	-0.3229037924910627	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CDK2-2	CDK2	-0.34789187955923745	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CDK4-1	CDK4	-0.36275826628662144	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CDK4-2	CDK4	-0.11892804244225313	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CDK4-3	CDK4	-0.4442171255960018	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CHEK2-1	CHEK2	0.46597688281783856	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CHEK2-2	CHEK2	0.4013442856785955	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
COX5B-1	COX5B	-0.1343098402614385	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
COX5B-2	COX5B	-0.07538646524928122	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CSNK1A1-1	CSNK1A1	0.7719139326572669	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CSNK1A1-2	CSNK1A1	0.8257655970905469	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CTNNB1-1	CTNNB1	0.25293637453810514	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
CTNNB1-2	CTNNB1	0.26617495464171703	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Chr2-1	Chr2	0.04984746005589131	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Chr2-2	Chr2	-0.04677693357460666	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Chr2-3	Chr2	0.03691326744304817	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Chr2-4	Chr2	-0.044104538590054025	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Chr2-5	Chr2	0.0015346143374165954	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Chr2-6	Chr2	0.028312810891155237	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
DOT1L-1	DOT1L	0.32067232214788516	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
DOT1L-2	DOT1L	0.17794067678701841	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EGFR-1	EGFR	1.0225631537823294	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EGFR-2	EGFR	1.062782252898532	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EGLN1-8	EGLN1	0.13259670757409836	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EGLN1-9	EGLN1	0.17792918333179486	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EMPTY	EMPTY		ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ERBB2-1	ERBB2	0.26353834812795884	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ERBB2-2	ERBB2	0.1561330877411547	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ERBB3-1	ERBB3	-0.05955343336452662	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ERBB3-2	ERBB3	0.005723977684206627	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EZH2-1	EZH2	-0.031102594827380106	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
EZH2-2	EZH2	-0.05092021424327326	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
GLS-1	GLS	-0.5428553456139371	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
GLS-2	GLS	-0.7504855493881875	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
GPX4-1	GPX4	-0.6172815542082856	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
GPX4-2	GPX4	-0.7192243205445006	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
HIF1a-1	HIF1a	-0.1985298676737305	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
HIF1a-2	HIF1a	-0.17717457417178833	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ITGAV-1	ITGAV	-0.13628591361367273	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ITGAV-2	ITGAV	-0.25021903406808743	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
JAK3-1	JAK3	-0.6831645411969802	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
JAK3-2	JAK3	-0.5057758474308561	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
KIF11-1	KIF11	1.542481213708664	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
KIF11-2	KIF11	1.1208417277044982	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
KRAS-1	KRAS	-0.23335827199338005	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
KRAS-2A	KRAS	-0.34607220180943116	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
KRAS-2B	KRAS	-0.26323041719117296	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
LacZ-2	LacZ	0.5187272844695828	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
LacZ-3	LacZ	0.44662280648087993	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Luc-1	Luc	-0.0729795864264967	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
Luc-2	Luc	-0.040230799896184735	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MAPK1-1	MAPK1	0.13063629573659907	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MAPK1-2	MAPK1	0.2674736161837904	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MCL1-2	MCL1	-0.2531940873457695	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MCL1-5	MCL1	-0.24340871407142092	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MTOR-1	MTOR	-0.18713543957094766	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MTOR-2	MTOR	-0.10995694035351869	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MYC-1	MYC	0.9045807611318089	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
MYC-2	MYC	0.9251735576892659	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ORC4-1	ORC4	-0.3761333863839921	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
ORC4-2	ORC4	-0.4142639401537888	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PIK3CA-1	PIK3CA	0.05976909777611776	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PIK3CA-2	PIK3CA	0.023447599556922993	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
POLR2D-1	POLR2D	0.17174858078408986	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
POLR2D-2	POLR2D	0.18883922879508752	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PPIB-1	PPIB	0.0539148176918793	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PPIB-2	PPIB	0.08959973051008605	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PRDX1-1	PRDX1	0.4240609773007596	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PRDX1-2	PRDX1	0.3143286391094523	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PSMA1-1	PSMA1	-0.0719484366801337	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PSMA1-2	PSMA1	-0.08840941282095453	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PTK2-1	PTK2	-0.18211652006146423	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
PTK2-2	PTK2	-0.1634279038661724	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
RAC1-1	RAC1	0.22842214160889726	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
RAC1-2	RAC1	0.26832061480363734	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
RAF1-1	RAF1	0.27645173810299006	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
RAF1-2	RAF1	0.3353182513027884	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
RHOA-1	RHOA	-0.04249544420243373	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
RHOA-2	RHOA	0.08186109490714927	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SDHB-1	SDHB	0.058484157122859315	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SDHB-2	SDHB	0.09505401519779175	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SMARCB1-1	SMARCB1	0.2888764048480962	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SMARCB1-2	SMARCB1	0.22408967926344314	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
STAT3-1	STAT3	0.32285381411483416	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
STAT3-2	STAT3	0.11229372567009319	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SUZ12-1	SUZ12	0.29950484271350636	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
SUZ12-2	SUZ12	0.2246722925578348	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
TXN-1	TXN	-0.10552553838505015	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
TXN-2	TXN	-0.17062103103259127	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
XBP-1	XBP	-0.718045195121098	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
XBP-2	XBP	-0.620294148080914	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
YAP1-1	YAP1	0.08735717299095774	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
YAP1-2	YAP1	0.09886133486326809	ES2	cutting_control	pearson	1	full_metadata_shuffle	whole_plate
AKT1-1	AKT1	0.10852140556870658	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
AKT1-2	AKT1	0.11042064985470135	ES2	cutting_control	pearson	1	metadata_shuffle_ctrl_fixed	whole_plate
