perturbation	group	grit	cell_line	barcode_control	cor_method	query	_id	DepMap_ID	stripped_cell_line_name	ceres_score	grit_mean
CCNE1-1	CCNE1	1.9372437347924036	HCC44	perturbation_control	pearson	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
ATF4-2	ATF4	1.929682630065477	A549	perturbation_control	spearman	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
PTK2-1	PTK2	1.9181530961659916	HCC44	cutting_control	spearman	PTK2	5747	ACH-000667	HCC44	-0.981298826525806	2.357077366029526
PTK2-1	PTK2	1.9177344656760236	ES2	perturbation_control	pearson	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
KIF11-2	KIF11	1.9175186664668995	HCC44	cutting_control	spearman	KIF11	3832	ACH-000667	HCC44	-1.7767413591343184	2.2204438446517454
YAP1-1	YAP1	1.9051619764386851	ES2	cutting_control	pearson	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
CCNE1-1	CCNE1	1.9040787883377583	A549	perturbation_control	pearson	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
CDK2-2	CDK2	1.899330467987296	ES2	perturbation_control	spearman	CDK2	1017	ACH-000906	ES2	-0.8352856887200487	2.049276986162039
CDK2-2	CDK2	1.8810295950728717	HCC44	cutting_control	spearman	CDK2	1017	ACH-000667	HCC44	-1.2524546340637028	2.1895792484859546
KIF11-2	KIF11	1.8798087438427449	A549	perturbation_control	pearson	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
PTK2-2	PTK2	1.878712433444179	ES2	perturbation_control	pearson	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
EGLN1-9	EGLN1	1.8650708137450112	ES2	cutting_control	pearson	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
PSMA1-1	PSMA1	1.860330761175216	HCC44	cutting_control	spearman	PSMA1	5682	ACH-000667	HCC44	-1.9230602807470247	2.082282362402631
KIF11-2	KIF11	1.847989655847904	ES2	perturbation_control	pearson	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
PTK2-1	PTK2	1.846228076588461	ES2	perturbation_control	spearman	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
CCNE1-1	CCNE1	1.843756903339837	A549	perturbation_control	spearman	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
CSNK1A1-1	CSNK1A1	1.833403694848039	HCC44	perturbation_control	spearman	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
CSNK1A1-1	CSNK1A1	1.8305821293740712	A549	cutting_control	spearman	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
MYC-1	MYC	1.8274255641750283	A549	cutting_control	spearman	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
PTK2-2	PTK2	1.823712783985928	ES2	perturbation_control	spearman	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
KIF11-2	KIF11	1.8224051192788795	A549	perturbation_control	spearman	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
MTOR-1	MTOR	1.8215232811836184	HCC44	perturbation_control	pearson	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
POLR2D-2	POLR2D	1.8183279539364103	A549	perturbation_control	pearson	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
POLR2D-1	POLR2D	1.8175964421978543	A549	perturbation_control	pearson	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
KIF11-2	KIF11	1.8152082569941157	ES2	perturbation_control	spearman	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
CCNE1-2	CCNE1	1.8149758107004668	A549	perturbation_control	pearson	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
CSNK1A1-2	CSNK1A1	1.8055101002892215	HCC44	cutting_control	pearson	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
CDK2-1	CDK2	1.8042159006243252	A549	perturbation_control	pearson	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
KIF11-1	KIF11	1.7988733609300611	A549	perturbation_control	pearson	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
POLR2D-2	POLR2D	1.7872831900212245	A549	perturbation_control	spearman	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
POLR2D-1	POLR2D	1.777874236311108	A549	perturbation_control	spearman	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
CCNE1-2	CCNE1	1.7733914387169465	A549	perturbation_control	spearman	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
CCNE1-2	CCNE1	1.772706215918201	HCC44	perturbation_control	spearman	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
YAP1-2	YAP1	1.7653621261225083	ES2	cutting_control	spearman	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
YAP1-2	YAP1	1.7588263716738477	ES2	cutting_control	pearson	YAP1	10413	ACH-000906	ES2	-1.1704173129010464	2.0651339537685804
PTK2-1	PTK2	1.7555795696926102	A549	cutting_control	pearson	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
CSNK1A1-1	CSNK1A1	1.7442678570160932	A549	perturbation_control	spearman	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
CDK2-1	CDK2	1.7422589689071748	A549	perturbation_control	spearman	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
KIF11-1	KIF11	1.740229916467306	A549	perturbation_control	spearman	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
BRD4-2	BRD4	1.7360958252057157	HCC44	perturbation_control	spearman	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
MYC-2	MYC	1.7320818958138886	A549	cutting_control	pearson	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
CCNE1-2	CCNE1	1.7317310781419293	HCC44	perturbation_control	pearson	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
CSNK1A1-2	CSNK1A1	1.7281937932778173	HCC44	cutting_control	spearman	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
SUZ12-1	SUZ12	1.726061477121074	A549	perturbation_control	pearson	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
EGLN1-8	EGLN1	1.7260455687146008	HCC44	perturbation_control	pearson	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
EGLN1-9	EGLN1	1.71021727135029	ES2	cutting_control	spearman	EGLN1	54583	ACH-000906	ES2	-1.0673476665124937	2.276031069852224
KIF11-2	KIF11	1.7020313543663468	ES2	cutting_control	spearman	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
CSNK1A1-2	CSNK1A1	1.6979228173180492	A549	cutting_control	pearson	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
KIF11-2	KIF11	1.6930967506275123	ES2	cutting_control	pearson	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
EGLN1-8	EGLN1	1.6916637025544017	HCC44	cutting_control	pearson	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
MTOR-1	MTOR	1.6884036931857285	HCC44	perturbation_control	spearman	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
BRD4-2	BRD4	1.6878412249377837	HCC44	cutting_control	spearman	BRD4	23476	ACH-000667	HCC44	-1.2032479668455065	2.2742400222233883
SUZ12-1	SUZ12	1.6824313997188067	A549	perturbation_control	spearman	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
SDHB-1	SDHB	1.6784736319105646	HCC44	perturbation_control	pearson	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
PSMA1-1	PSMA1	1.6774733305053615	A549	perturbation_control	pearson	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
CCNE1-1	CCNE1	1.6764193876238964	HCC44	cutting_control	pearson	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
CDK2-2	CDK2	1.6601475456857249	A549	perturbation_control	pearson	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
SDHB-1	SDHB	1.6500831946318455	HCC44	perturbation_control	spearman	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
MYC-2	MYC	1.6459787170086713	A549	cutting_control	spearman	MYC	4609	ACH-000681	A549	-2.1550559030366974	2.026326462530918
CCNE1-1	CCNE1	1.635745602191211	HCC44	cutting_control	spearman	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
SUZ12-2	SUZ12	1.62620194267119	HCC44	perturbation_control	pearson	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
EGLN1-9	EGLN1	1.6191641849950578	HCC44	perturbation_control	pearson	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
SUZ12-2	SUZ12	1.6185987481662405	HCC44	perturbation_control	spearman	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
ERBB2-2	ERBB2	1.6146046113852786	A549	perturbation_control	pearson	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
SUZ12-1	SUZ12	1.6103947435895265	HCC44	perturbation_control	spearman	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
PSMA1-1	PSMA1	1.6065379175358778	A549	perturbation_control	spearman	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
CDK2-2	CDK2	1.6056607838488566	A549	perturbation_control	spearman	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
MTOR-2	MTOR	1.60249219778055	ES2	perturbation_control	pearson	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
SUZ12-1	SUZ12	1.6004271425219985	HCC44	perturbation_control	pearson	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
MTOR-1	MTOR	1.5979288027899476	ES2	perturbation_control	pearson	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
PTK2-1	PTK2	1.5898619507894556	A549	cutting_control	spearman	PTK2	5747	ACH-000681	A549	-0.8006556465030359	2.128045215069972
SUZ12-2	SUZ12	1.588147399073767	A549	perturbation_control	pearson	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
PIK3CA-2	PIK3CA	1.5861629621139697	A549	perturbation_control	pearson	PIK3CA	5290	ACH-000681	A549	-0.7069128030434324	1.198455177927298
CSNK1A1-2	CSNK1A1	1.5830062868661687	HCC44	perturbation_control	pearson	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
ATF4-1	ATF4	1.563814217913183	A549	cutting_control	pearson	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
EZH2-2	EZH2	1.5625624002692606	ES2	perturbation_control	pearson	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
EZH2-2	EZH2	1.5614321803865363	ES2	cutting_control	pearson	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
PSMA1-2	PSMA1	1.5577597350692358	A549	perturbation_control	pearson	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
CSNK1A1-2	CSNK1A1	1.5571192939052834	A549	perturbation_control	pearson	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
ERBB2-2	ERBB2	1.5535929851273875	A549	perturbation_control	spearman	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
SUZ12-2	SUZ12	1.5529495011152965	A549	perturbation_control	spearman	SUZ12	23512	ACH-000681	A549	-0.1750239026352055	1.3983873313775472
MTOR-2	MTOR	1.5508908097690228	HCC44	perturbation_control	pearson	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
KIF11-1	KIF11	1.549086717653229	ES2	perturbation_control	pearson	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
MTOR-2	MTOR	1.5356952235906995	ES2	cutting_control	pearson	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
KRAS-1	KRAS	1.5320584044290864	HCC44	perturbation_control	pearson	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
KIF11-1	KIF11	1.5304139209506782	ES2	perturbation_control	spearman	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
EGLN1-8	EGLN1	1.5294844812135515	HCC44	perturbation_control	spearman	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
ATF4-1	ATF4	1.5199667568657993	A549	cutting_control	spearman	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
ERBB2-1	ERBB2	1.5182519790078834	A549	perturbation_control	pearson	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
CSNK1A1-2	CSNK1A1	1.5160510607966229	A549	cutting_control	spearman	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
EZH2-2	EZH2	1.5112298982251793	ES2	cutting_control	spearman	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
CSNK1A1-2	CSNK1A1	1.502888356807305	HCC44	perturbation_control	spearman	CSNK1A1	1452	ACH-000667	HCC44	-0.8711666343903316	1.8484583018778085
KRAS-1	KRAS	1.502160756369277	HCC44	perturbation_control	spearman	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
PSMA1-2	PSMA1	1.5020082180736485	A549	perturbation_control	spearman	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
KIF11-2	KIF11	1.5017376362432218	A549	cutting_control	pearson	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
EZH2-2	EZH2	1.4994005862166433	ES2	perturbation_control	spearman	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
PIK3CA-2	PIK3CA	1.4942354300271834	A549	perturbation_control	spearman	PIK3CA	5290	ACH-000681	A549	-0.7069128030434324	1.198455177927298
ATF4-2	ATF4	1.4805442507363815	A549	cutting_control	pearson	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
CDK4-1	CDK4	1.4757402536317883	A549	perturbation_control	pearson	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
EGLN1-8	EGLN1	1.4710725847597472	HCC44	cutting_control	spearman	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
EGLN1-9	EGLN1	1.4706406760776882	HCC44	cutting_control	pearson	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
MTOR-2	MTOR	1.4668868592458244	ES2	perturbation_control	spearman	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
KIF11-1	KIF11	1.466419509322196	A549	cutting_control	pearson	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
SUZ12-1	SUZ12	1.4632670790203046	HCC44	cutting_control	spearman	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
ERBB2-1	ERBB2	1.458308087794762	A549	perturbation_control	spearman	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
CDK4-1	CDK4	1.457352165583923	A549	perturbation_control	spearman	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
MTOR-1	MTOR	1.455625691932594	ES2	perturbation_control	spearman	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
ATP50-1	ATP50	1.4534364908508195	HCC44	perturbation_control	pearson	ATP50					1.055745758447118
MTOR-2	MTOR	1.4531191077086083	HCC44	cutting_control	pearson	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
ATF4-2	ATF4	1.449561750023227	A549	cutting_control	spearman	ATF4	468	ACH-000681	A549	-1.025993308945905	1.7333293966776824
KRAS-2A	KRAS	1.447311603775377	HCC44	perturbation_control	pearson	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
CCNE1-1	CCNE1	1.442742745974041	A549	cutting_control	pearson	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
SUZ12-1	SUZ12	1.442405819893889	HCC44	cutting_control	pearson	SUZ12	23512	ACH-000667	HCC44	-0.4104380252831149	1.4731598728426762
EZH2-1	EZH2	1.4420412199996435	ES2	cutting_control	pearson	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
DOT1L-2	DOT1L	1.4420248290332691	HCC44	cutting_control	pearson	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
POLR2D-1	POLR2D	1.4356918522014197	A549	cutting_control	pearson	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
KIF11-2	KIF11	1.4336177786110806	A549	cutting_control	spearman	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
MTOR-2	MTOR	1.431729533657841	ES2	cutting_control	spearman	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
ERBB2-1	ERBB2	1.42300405330135	ES2	perturbation_control	pearson	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
EGLN1-9	EGLN1	1.4221189815068422	HCC44	perturbation_control	spearman	EGLN1	54583	ACH-000667	HCC44	-0.2485230019426343	1.5192344909235707
ERBB2-2	ERBB2	1.4216712895763797	ES2	perturbation_control	pearson	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
EZH2-1	EZH2	1.4212300945009178	ES2	perturbation_control	pearson	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
KRAS-1	KRAS	1.4211460854573608	HCC44	cutting_control	pearson	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
DOT1L-2	DOT1L	1.4144723530746284	HCC44	cutting_control	spearman	DOT1L	84444	ACH-000667	HCC44	0.0842427276952681	1.1000536134697285
CCND1-1	CCND1	1.4143365801846812	A549	perturbation_control	pearson	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
PTK2-1	PTK2	1.4097601219148406	ES2	cutting_control	pearson	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
POLR2D-2	POLR2D	1.4040472755410305	A549	cutting_control	pearson	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
ATP50-1	ATP50	1.400010755571654	HCC44	perturbation_control	spearman	ATP50					1.055745758447118
MTOR-2	MTOR	1.3982217046134682	HCC44	perturbation_control	spearman	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
PTK2-2	PTK2	1.3968145547400042	ES2	cutting_control	pearson	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
KIF11-1	KIF11	1.3956147938310812	A549	cutting_control	spearman	KIF11	3832	ACH-000681	A549	-1.9092839888089768	1.6298383573158215
EGFR-2	EGFR	1.3946358182727552	ES2	perturbation_control	spearman	EGFR	1956	ACH-000906	ES2	0.1056243620825413	1.0600846975392997
CCNE1-2	CCNE1	1.39423099645568	A549	cutting_control	pearson	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
KRAS-2A	KRAS	1.3941686721954971	HCC44	perturbation_control	spearman	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
POLR2D-1	POLR2D	1.3923067972639518	A549	cutting_control	spearman	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
CDK4-2	CDK4	1.3909232172736627	A549	perturbation_control	spearman	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
KIF11-1	KIF11	1.390549796385259	ES2	cutting_control	spearman	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
CDK4-2	CDK4	1.3899974528580643	A549	perturbation_control	pearson	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
CSNK1A1-2	CSNK1A1	1.388411934885897	A549	perturbation_control	spearman	CSNK1A1	1452	ACH-000681	A549	-0.7630066165643271	1.720526266658526
CCNE1-1	CCNE1	1.3869617545368504	A549	cutting_control	spearman	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
KIF11-1	KIF11	1.3833870363746534	ES2	cutting_control	pearson	KIF11	3832	ACH-000906	ES2	-1.8690551409026257	1.6139704361499623
EZH2-1	EZH2	1.3821787375474548	ES2	cutting_control	spearman	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
CCND1-1	CCND1	1.3798747244863183	A549	perturbation_control	spearman	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
POLR2D-2	POLR2D	1.373070012915412	A549	cutting_control	spearman	POLR2D	5433	ACH-000681	A549	-1.4073534728294848	1.6007747200485514
ERBB2-1	ERBB2	1.370084292010471	ES2	perturbation_control	spearman	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
ERBB2-2	ERBB2	1.3679170953540851	ES2	perturbation_control	spearman	ERBB2	2064	ACH-000906	ES2	-0.3164060916195579	1.1611985020103206
KRAS-1	KRAS	1.3646533834788857	HCC44	cutting_control	spearman	KRAS	3845	ACH-000667	HCC44	-1.4459855100831172	1.1934586774031286
MTOR-2	MTOR	1.362983724657882	A549	perturbation_control	pearson	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
CDK2-1	CDK2	1.3554896908552807	A549	cutting_control	pearson	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
EGFR-2	EGFR	1.355155185104433	ES2	perturbation_control	pearson	EGFR	1956	ACH-000906	ES2	0.1056243620825413	1.0600846975392997
CCNE1-2	CCNE1	1.353759482127751	A549	cutting_control	spearman	CCNE1	898	ACH-000681	A549	-0.4898291449252056	1.6142372400236664
PTK2-1	PTK2	1.3515242232851747	ES2	cutting_control	spearman	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
EZH2-1	EZH2	1.346229355734421	ES2	perturbation_control	spearman	EZH2	2146	ACH-000906	ES2	0.0958731607077559	1.465788059110007
CCND1-2	CCND1	1.3445752464300975	A549	perturbation_control	pearson	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
CDK4-3	CDK4	1.3433783783120594	A549	perturbation_control	pearson	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
PTK2-2	PTK2	1.3423710236703652	ES2	cutting_control	spearman	PTK2	5747	ACH-000906	ES2	-0.7399022659757188	1.620857210413122
CCNE1-2	CCNE1	1.3401077145035496	HCC44	cutting_control	spearman	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
DOT1L-1	DOT1L	1.3374955310918404	ES2	perturbation_control	spearman	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
DOT1L-2	DOT1L	1.3322223013831231	ES2	perturbation_control	spearman	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
GPX4-1	GPX4	1.3295218064979475	HCC44	cutting_control	spearman	GPX4	2879	ACH-000667	HCC44	0.0260701389108038	1.071956995952182
CDK4-3	CDK4	1.3279619066548345	A549	perturbation_control	spearman	CDK4	1019	ACH-000681	A549	-0.8466497162262057	1.2262406709268001
DOT1L-1	DOT1L	1.3235558868010635	ES2	perturbation_control	pearson	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
CCND1-2	CCND1	1.31240333358611	A549	perturbation_control	spearman	CCND1	595	ACH-000681	A549	-0.6709522038747181	1.1619339701445135
MTOR-1	MTOR	1.3113759411675965	ES2	cutting_control	pearson	MTOR	2475	ACH-000906	ES2	-1.4473730364659714	1.4507699530607625
GPX4-1	GPX4	1.3108142708040884	HCC44	cutting_control	pearson	GPX4	2879	ACH-000667	HCC44	0.0260701389108038	1.071956995952182
MTOR-2	MTOR	1.307436716828023	HCC44	cutting_control	spearman	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
EZH2-1	EZH2	1.3053767768177496	A549	perturbation_control	pearson	EZH2	2146	ACH-000681	A549	0.0782312526661583	1.0395730567300476
DOT1L-2	DOT1L	1.3048354258033443	ES2	perturbation_control	pearson	DOT1L	84444	ACH-000906	ES2	0.3434723764085705	1.1273346921707943
MTOR-1	MTOR	1.3026569018266552	A549	perturbation_control	pearson	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
CDK2-1	CDK2	1.2946026653218876	A549	cutting_control	spearman	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
CCNE1-2	CCNE1	1.2875116777316638	HCC44	cutting_control	pearson	CCNE1	898	ACH-000667	HCC44	-0.240076980280446	1.666448042556473
PIK3CA-1	PIK3CA	1.2868736243057766	A549	perturbation_control	pearson	PIK3CA	5290	ACH-000681	A549	-0.7069128030434324	1.198455177927298
SDHB-2	SDHB	1.2844300170019691	HCC44	perturbation_control	pearson	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
XBP-1	XBP	1.2780148837883414	A549	perturbation_control	pearson						1.0387059524274904
EZH2-1	EZH2	1.277478134081205	A549	perturbation_control	spearman	EZH2	2146	ACH-000681	A549	0.0782312526661583	1.0395730567300476
XBP-1	XBP	1.2772204554487696	A549	perturbation_control	spearman						1.0387059524274904
MTOR-2	MTOR	1.2765251458339284	A549	perturbation_control	spearman	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
MTOR-1	MTOR	1.2753883347784862	HCC44	cutting_control	pearson	MTOR	2475	ACH-000667	HCC44	-1.480007735258592	1.454761120295569
SDHB-2	SDHB	1.2719168843892592	HCC44	perturbation_control	spearman	SDHB	6390	ACH-000667	HCC44	-0.6454804656926271	1.2388342828655035
BRD4-1	BRD4	1.2630796981905232	ES2	perturbation_control	pearson	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
PSMA1-1	PSMA1	1.2612397577332175	A549	cutting_control	pearson	PSMA1	5682	ACH-000681	A549	-1.6303777080392268	1.3770884042350953
BRD4-2	BRD4	1.2599658133247993	ES2	perturbation_control	pearson	BRD4	23476	ACH-000906	ES2	-1.1404406586829343	1.178903499748305
ATP50-2	ATP50	1.254406208046604	HCC44	perturbation_control	pearson	ATP50					1.055745758447118
CTNNB1-1	CTNNB1	1.2512254110904564	ES2	perturbation_control	pearson	CTNNB1	1499	ACH-000906	ES2	-0.0711344618796442	1.0183494952079737
CTNNB1-1	CTNNB1	1.2501551398393174	ES2	perturbation_control	spearman	CTNNB1	1499	ACH-000906	ES2	-0.0711344618796442	1.0183494952079737
EZH2-2	EZH2	1.2465137300434557	A549	perturbation_control	pearson	EZH2	2146	ACH-000681	A549	0.0782312526661583	1.0395730567300476
PIK3CA-2	PIK3CA	1.2437695415393353	A549	cutting_control	pearson	PIK3CA	5290	ACH-000681	A549	-0.7069128030434324	1.198455177927298
CDK2-2	CDK2	1.2342935955330487	A549	cutting_control	pearson	CDK2	1017	ACH-000681	A549	-0.8751990661389741	1.4843875009074754
MTOR-1	MTOR	1.2339464401682	A549	perturbation_control	spearman	MTOR	2475	ACH-000681	A549	-1.5359130715632174	1.156556509443194
ERBB2-2	ERBB2	1.2267027446026375	A549	cutting_control	pearson	ERBB2	2064	ACH-000681	A549	-0.9881129113941908	1.3473831947416413
